id,scrape_id,last_scraped,host_id,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
9835,2.02008E+13,21/8/20,33057,f,1,1,"Bulleen, Victoria, Australia",Manningham,-37.77268,145.09213,Private room,2,1,2,$60.00 ,1,365,365,4,0,0,24/5/11,12/9/15,90,9,10,10,10,9,9,f,1,0.04
10803,2.02008E+13,20/8/20,38901,f,1,1,"Brunswick East, Victoria, Australia",Moreland,-37.76651,144.98074,Private room,2,1,2,$31.00 ,4,14,1,145,16,0,12/1/13,8/4/20,89,10,8,10,10,10,10,f,1,1.57
12936,2.02008E+13,20/8/20,50121,f,13,13,"St Kilda, Victoria, Australia",Port Phillip,-37.85999,144.97662,Entire home/apt,2,1,1,$95.00 ,3,14,0,42,12,0,4/8/10,15/3/20,94,10,9,10,10,10,9,f,10,0.34
38271,2.02008E+13,21/8/20,164193,t,1,1,"Berwick, Victoria, Australia",Casey,-38.05725,145.33936,Entire home/apt,5,3,3,$99.00 ,1,14,329,149,18,0,24/11/10,16/5/20,97,10,10,10,10,10,10,f,1,1.26
41836,2.02008E+13,22/8/20,182833,f,3,3,"Reservoir, Victoria, Australia",Darebin,-37.69729,145.00082,Private room,2,1,1,$40.00 ,7,365,0,160,2,0,19/5/11,19/9/19,94,10,9,10,9,9,9,f,2,1.42
43429,2.02008E+13,21/8/20,189684,t,3,3,"Oakleigh East, Victoria, Australia",Monash,-37.8996,145.11447,Entire home/apt,4,1,1,$99.00 ,2,365,347,210,14,0,5/12/10,29/3/20,98,10,10,10,10,10,10,t,2,1.78
44082,2.02008E+13,22/8/20,193031,t,6,6,"Frankston, Victoria, Australia",Frankston,-38.14932,145.14157,Private room,2,1,1,$79.00 ,2,730,365,51,15,0,11/2/11,22/6/20,100,10,10,10,10,10,10,f,6,0.44
47100,2.02008E+13,20/8/20,212071,f,3,3,"Richmond, Victoria, Australia",Yarra,-37.81804,145.00442,Entire home/apt,2,1,1,$100.00 ,5,18,0,178,1,0,9/9/10,17/10/19,98,10,10,10,10,10,9,t,3,1.47
51592,2.02008E+13,22/8/20,190879,f,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.81486,144.96267,Entire home/apt,6,1,2,$249.00 ,2,1125,2,259,34,2,22/2/11,2/8/20,99,10,10,10,10,10,10,t,1,2.24
51817,2.02008E+13,21/8/20,235341,f,0,0,"Elwood, Victoria, Australia",Port Phillip,-37.87629,144.98964,Entire home/apt,4,2,2,$89.00 ,2,42,232,73,3,0,1/8/11,14/3/20,93,9,9,10,10,9,10,t,1,0.66
66754,2.02008E+13,20/8/20,50121,f,13,13,"Richmond, Victoria, Australia",Yarra,-37.82127,144.99408,Entire home/apt,2,1,1,$94.00 ,3,14,0,70,14,0,8/3/11,14/3/20,92,9,9,10,10,10,9,f,10,0.61
67211,2.02008E+13,21/8/20,326880,t,1,1,,Boroondara,-37.8037,145.03396,Private room,1,1,1,$45.00 ,2,30,365,172,12,0,13/2/11,23/3/20,96,10,10,10,10,10,10,f,1,1.48
68411,2.02008E+13,20/8/20,334095,f,1,1,"Hampton, Victoria, Australia",Bayside,-37.93206,145.0146,Entire home/apt,7,4,5,$300.00 ,1,730,0,0,0,0,,,,,,,,,,f,1,
69421,2.02008E+13,21/8/20,347754,f,1,1,"Clifton Hill, Victoria, Australia",Yarra,-37.78784,145.00548,Entire home/apt,4,1,2,$180.00 ,2,90,365,1,0,0,10/1/16,10/1/16,100,10,10,10,10,10,10,f,1,0.02
70328,2.02008E+13,21/8/20,356006,t,1,1,"Mordialloc, Victoria, Australia",Kingston,-38.00546,145.08541,Private room,2,1,1,$70.00 ,1,7,291,131,20,0,17/3/11,28/6/20,99,10,10,10,10,10,10,f,1,1.14
72576,2.02008E+13,20/8/20,376675,t,2,2,"Fitzroy, Victoria, Australia",Yarra,-37.80689,144.97946,Private room,2,1,1,$120.00 ,2,20,79,529,43,0,5/4/11,28/6/20,99,10,10,10,10,10,10,f,2,4.63
74324,2.02008E+13,20/8/20,390761,t,4,4,"Fitzroy, Victoria, Australia",Yarra,-37.80275,144.97616,Entire home/apt,5,2,2,$237.12 ,14,1125,339,67,0,0,17/5/15,26/3/18,96,10,10,10,10,10,9,f,3,1.05
74959,2.02008E+13,21/8/20,395864,t,2,2,"Port Melbourne, Victoria, Australia",Port Phillip,-37.84098,144.9364,Private room,2,1,1,$90.00 ,2,31,338,108,14,0,4/6/11,26/1/20,99,10,10,10,10,10,10,f,1,0.96
78143,2.02008E+13,22/8/20,419767,t,1,1,"Prahran, Victoria, Australia",Stonnington,-37.8531,144.99012,Private room,2,2,2,$85.00 ,2,28,364,146,14,0,7/6/11,16/3/20,95,10,10,10,10,10,10,f,1,1.3
80986,2.02008E+13,20/8/20,50121,f,13,13,"Richmond, Victoria, Australia",Yarra,-37.81541,145.00157,Entire home/apt,2,1,1,$84.00 ,3,14,0,80,13,0,10/10/11,24/3/20,89,9,9,10,10,10,9,f,10,0.74
86369,2.02008E+13,22/8/20,246509,t,2,2,"Saint Kilda East, Victoria, Australia",Glen Eira,-37.86971,145.00662,Entire home/apt,2,1,1,$89.00 ,28,200,0,10,1,0,17/3/18,1/12/19,93,10,10,10,10,10,10,f,1,0.34
86422,2.02008E+13,21/8/20,473732,f,0,0,,Whitehorse,-37.82522,145.19781,Private room,6,2,2,$97.00 ,1,400,358,55,0,0,12/4/11,7/10/17,96,10,10,10,10,9,10,f,1,0.48
108032,2.02008E+13,20/8/20,559227,t,2,2,"Melbourne, Victoria, Australia",Melbourne,-37.81595,144.96606,Entire home/apt,2,1,1,$140.00 ,2,21,351,254,16,0,13/6/11,24/3/20,98,10,9,10,10,10,10,t,1,2.27
111001,2.02008E+13,22/8/20,569413,f,35,35,,Port Phillip,-37.83739,144.96637,Private room,2,1,1,$65.00 ,5,365,0,40,13,1,26/10/18,17/8/20,95,9,9,9,9,9,9,t,24,1.8
120487,2.02008E+13,21/8/20,606393,t,2,2,,Kingston,-37.99031,145.07744,Entire home/apt,4,1,0,$94.00 ,3,365,278,81,9,0,21/10/11,29/2/20,96,10,10,10,10,10,10,f,2,0.75
133617,2.02008E+13,21/8/20,646383,f,2,2,"Port Melbourne, Victoria, Australia",Port Phillip,-37.84317,144.94031,Private room,3,1,2,$90.00 ,3,1125,179,14,1,0,30/11/11,1/3/20,96,9,10,10,10,10,10,f,2,0.13
136510,2.02008E+13,20/8/20,668249,f,1,1,,Melbourne,-37.77919,144.94041,Private room,2,1,1,$48.00 ,1,730,0,10,0,0,21/11/17,23/9/18,90,9,8,9,9,9,10,f,1,0.3
144236,2.02008E+13,21/8/20,699180,f,1,1,,Melbourne,-37.84499,144.97929,Private room,2,1,1,$268.00 ,2,730,365,0,0,0,,,,,,,,,,f,1,
150729,2.02008E+13,22/8/20,376675,t,2,2,"Fitzroy, Victoria, Australia",Yarra,-37.80508,144.97942,Private room,2,1,1,$90.00 ,3,20,0,579,39,0,25/7/11,19/3/20,99,10,10,10,10,10,10,f,2,5.24
157427,2.02008E+13,21/8/20,717024,t,3,3,"Belgrave, Victoria, Australia",Yarra Ranges,-37.90605,145.35069,Entire home/apt,2,1,1,$167.00 ,1,28,364,36,4,0,15/11/11,10/7/20,97,10,10,10,10,10,9,f,2,0.34
161033,2.02008E+13,21/8/20,770883,t,1,1,"Chum Creek, Victoria, Australia",Yarra Ranges,-37.63282,145.49766,Entire home/apt,2,1,1,$95.00 ,2,14,307,237,13,0,30/8/11,4/7/20,96,10,10,10,10,10,10,f,1,2.17
161404,2.02008E+13,21/8/20,772011,f,2,2,"Ivanhoe, Victoria, Australia",Banyule,-37.75651,145.03991,Entire home/apt,5,2,4,$98.00 ,5,30,29,32,18,0,29/9/17,15/3/20,93,9,9,10,10,10,10,f,2,0.91
163077,2.02008E+13,20/8/20,50121,f,13,13,"Elwood, Victoria, Australia",Port Phillip,-37.8786,144.9913,Entire home/apt,2,1,1,$89.00 ,3,14,0,59,10,0,10/10/11,29/3/20,94,10,9,10,10,10,9,f,10,0.55
167067,2.02008E+13,21/8/20,796181,f,1,1,,Monash,-37.87146,145.12984,Private room,2,1,1,$45.00 ,4,730,232,72,2,0,18/9/11,27/3/20,88,9,9,10,10,9,9,f,1,0.66
173426,2.02008E+13,20/8/20,804527,f,1,1,"Melbourne, Victoria, Australia",Darebin,-37.76315,144.98578,Private room,1,1,1,$40.00 ,1,7,0,18,1,0,24/8/11,23/1/20,99,10,10,10,10,10,10,f,1,0.16
189128,2.02008E+13,21/8/20,668611,t,2,2,"Hawthorn East, Victoria, Australia",Boroondara,-37.8176,145.05913,Private room,2,1,1,$63.00 ,1,30,149,92,6,0,2/12/12,29/2/20,97,10,10,10,10,10,10,f,1,0.98
189293,2.02008E+13,20/8/20,182833,f,3,3,,Darebin,-37.69879,145.00193,Private room,2,1,1,$35.00 ,2,20,0,1,0,0,7/5/17,7/5/17,100,10,10,10,10,10,10,t,2,0.02
206865,2.02008E+13,20/8/20,449064,f,1,1,"St Kilda, Victoria, Australia",Port Phillip,-37.85961,144.97712,Entire home/apt,4,2,2,$130.00 ,3,365,365,77,0,0,11/9/11,29/9/16,93,9,10,10,10,9,9,t,1,0.71
209073,2.02008E+13,20/8/20,1029900,f,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.8171,144.97676,Entire home/apt,2,1,1,$180.00 ,7,90,292,21,1,0,3/1/12,25/1/20,93,9,9,9,9,10,9,t,1,0.2
210568,2.02008E+13,21/8/20,1038237,f,2,2,"Caulfield North, Victoria, Australia",Glen Eira,-37.86898,145.02775,Private room,2,1,1,$60.00 ,3,1095,74,22,1,0,12/11/11,26/9/19,95,10,9,10,10,10,10,t,2,0.21
213348,2.02008E+13,22/8/20,689924,f,1,1,,Port Phillip,-37.85874,144.98633,Private room,1,1,1,$90.00 ,3,760,0,5,0,0,31/10/16,27/7/18,93,9,9,9,9,9,9,f,1,0.11
214565,2.02008E+13,20/8/20,1107678,f,1,1,"Montmorency, Victoria, Australia",Banyule,-37.7137,145.1238,Private room,2,1,1,$40.00 ,1,28,0,0,0,0,,,,,,,,,,f,1,
230790,2.02008E+13,21/8/20,1197236,t,1,1,"Belgrave, Victoria, Australia",Yarra Ranges,-37.90514,145.35261,Entire home/apt,10,5,11,$564.00 ,2,28,362,76,11,0,19/9/14,15/3/20,96,10,10,10,10,10,10,f,1,1.05
232088,2.02008E+13,21/8/20,1214242,f,4,4,"Hadfield, Victoria, Australia",Moreland,-37.71096,144.9518,Entire home/apt,6,2,4,$99.00 ,3,1125,289,21,6,0,11/3/12,8/3/20,94,9,9,10,10,9,9,f,8,0.2
232812,2.02008E+13,20/8/20,950667,f,1,1,"Parkville, Victoria, Australia",Melbourne,-37.7857,144.95616,Entire home/apt,2,2,2,$190.00 ,2,60,0,8,0,0,25/10/11,28/2/18,83,9,9,9,9,9,8,f,1,0.07
240410,2.02008E+13,22/8/20,1260586,t,1,1,"North Melbourne, Victoria, Australia",Melbourne,-37.80507,144.9519,Entire home/apt,3,1,2,$135.00 ,2,760,342,76,8,0,30/7/12,16/12/19,96,10,10,10,10,10,10,f,1,0.77
241263,2.02008E+13,21/8/20,1345462,t,2,2,"Parkville, Victoria, Australia",Melbourne,-37.78128,144.95618,Private room,2,1,1,$85.00 ,1,1125,324,228,22,0,2/2/12,21/3/20,99,10,10,10,10,10,10,f,1,2.19
244872,2.02008E+13,21/8/20,605990,f,1,1,,Stonnington,-37.85077,145.01013,Private room,1,1,1,$73.00 ,1,760,365,0,0,0,,,,,,,,,,f,1,
244952,2.02008E+13,20/8/20,287730,f,1,1,"Fitzroy, Victoria, Australia",Yarra,-37.80403,144.97908,Entire home/apt,3,1,1,$89.00 ,3,59,323,281,12,0,2/11/11,13/3/20,94,10,10,10,10,10,9,f,1,2.62
247006,2.02008E+13,20/8/20,538647,t,1,1,"Albert Park, Victoria, Australia",Port Phillip,-37.84506,144.9571,Private room,2,1,1,$81.00 ,2,90,0,142,6,0,5/11/11,16/2/20,93,10,10,10,10,10,9,f,1,1.33
247140,2.02008E+13,20/8/20,1296115,t,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.817,144.9767,Entire home/apt,4,2,2,$225.00 ,3,60,365,81,8,0,14/11/11,16/3/20,98,10,10,10,10,10,10,f,1,0.76
248235,2.02008E+13,21/8/20,1300846,f,1,1,"Caulfield North, Victoria, Australia",Glen Eira,-37.86392,145.01737,Entire home/apt,8,5,5,$460.00 ,4,30,124,12,2,0,4/1/13,14/1/20,98,10,9,9,9,10,9,t,1,0.13
251354,2.02008E+13,21/8/20,1318256,f,1,1,"Armadale, Victoria, Australia",Stonnington,-37.85795,145.02439,Entire home/apt,2,1,0,$200.00 ,1,36,89,7,0,0,3/2/12,23/1/17,100,10,10,10,10,10,9,t,1,0.07
251965,2.02008E+13,23/8/20,725136,f,0,0,,Port Phillip,-37.87634,144.9886,Entire home/apt,2,2,2,$251.00 ,1,365,0,0,0,0,,,,,,,,,,f,1,
256186,2.02008E+13,20/8/20,1344893,f,3,3,,Yarra,-37.80182,144.98274,Entire home/apt,5,2,0,$140.00 ,6,365,313,155,19,0,18/1/12,17/3/20,94,10,10,10,10,10,10,f,1,1.48
257149,2.02008E+13,21/8/20,504534,f,1,1,"Thornbury, Victoria, Australia",Darebin,-37.76294,144.9964,Entire home/apt,5,2,0,$129.00 ,2,365,364,122,10,0,26/12/11,15/3/20,90,9,9,10,10,10,9,f,1,1.16
257915,2.02008E+13,20/8/20,569413,f,35,35,,Melbourne,-37.82525,144.96145,Entire home/apt,16,10,16,$714.00 ,2,365,365,51,8,0,4/3/12,23/2/20,88,9,9,9,9,10,9,f,24,0.49
261558,2.02008E+13,20/8/20,1372143,f,1,1,"North Melbourne, Victoria, Australia",Melbourne,-37.80439,144.95213,Private room,1,1,1,$71.00 ,2,90,0,17,4,0,16/9/16,31/3/20,99,10,10,10,10,10,9,f,1,0.36
263871,2.02008E+13,20/8/20,1384456,t,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.81695,144.96295,Entire home/apt,2,1,1,$131.00 ,14,900,365,41,2,0,2/2/13,31/3/20,98,10,10,10,10,10,9,f,1,0.45
268525,2.02008E+13,21/8/20,1179603,f,1,1,"Blackburn, Victoria, Australia",Whitehorse,-37.8129,145.14081,Private room,1,1,1,$41.00 ,5,360,364,0,0,0,,,,,,,,,,f,1,
268620,2.02008E+13,21/8/20,1407948,f,1,1,,Melton,-37.73994,144.73881,Private room,1,1,,$72.00 ,1,760,365,0,0,0,,,,,,,,,,f,1,
268849,2.02008E+13,21/8/20,1408673,t,3,3,"South Yarra, Victoria, Australia",Stonnington,-37.83692,144.99285,Entire home/apt,2,1,1,$84.00 ,1,1120,5,520,88,0,14/12/11,21/7/20,97,,,,,,,f,2,4.91
277605,2.02008E+13,21/8/20,1448773,f,2,2,,Yarra Ranges,-37.9056,145.39525,Entire home/apt,4,2,4,$241.00 ,2,365,362,12,5,0,1/3/12,6/7/20,91,10,9,10,10,10,9,f,2,0.12
280698,2.02008E+13,20/8/20,50121,f,13,13,"Elwood, Victoria, Australia",Port Phillip,-37.87322,144.98937,Entire home/apt,4,2,2,$169.00 ,3,14,0,62,9,0,6/1/14,2/1/20,95,10,9,10,10,10,10,f,10,0.77
283257,2.02008E+13,20/8/20,1475619,t,1,1,"Fitzroy, Victoria, Australia",Yarra,-37.8044,144.98213,Entire home/apt,4,3,3,$140.00 ,3,59,154,129,20,0,9/11/14,15/3/20,99,10,10,10,10,10,10,f,1,1.83
284210,2.02008E+13,20/8/20,1480426,f,2,2,"Melbourne, Victoria, Australia",Yarra,-37.7985,144.97883,Entire home/apt,2,1,1,$245.00 ,2,66,2,34,3,0,21/4/14,15/3/20,97,10,9,10,10,10,9,f,1,0.44
289467,2.02008E+13,21/8/20,1448773,f,2,2,,Yarra Ranges,-37.90546,145.39447,Entire home/apt,4,2,4,$264.00 ,2,365,365,4,0,0,6/7/15,9/6/19,95,10,10,10,10,10,10,f,2,0.06
297350,2.02008E+13,21/8/20,1533260,t,14,14,"Derrimut, Victoria, Australia",Brimbank,-37.78374,144.75729,Private room,10,1,5,$42.00 ,1,1124,0,280,15,0,26/1/12,2/5/20,95,10,10,10,10,9,10,f,10,2.68
300679,2.02008E+13,22/8/20,1505279,t,1,1,"Oakleigh South, Victoria, Australia",Kingston,-37.94,145.09679,Private room,2,1,1,$33.00 ,2,5,0,70,3,0,4/11/13,16/3/20,99,10,10,10,10,10,10,f,1,0.85
307615,2.02008E+13,20/8/20,1582716,t,5,5,"Melbourne, Victoria, Australia",Melbourne,-37.80847,144.96606,Private room,2,1,1,$75.00 ,1,1125,364,106,3,0,20/1/12,19/2/20,93,10,9,10,10,10,10,f,1,1.01
309093,2.02008E+13,20/8/20,1349266,t,2,2,"Richmond, Victoria, Australia",Yarra,-37.81973,145.00078,Entire home/apt,6,3,3,$245.00 ,2,365,0,24,9,0,31/12/18,2/2/20,98,10,10,10,10,10,10,t,1,1.2
310594,2.02008E+13,21/8/20,1597828,t,1,1,"Abbotsford, Victoria, Australia",Yarra,-37.80523,144.99518,Entire home/apt,2,1,1,$135.00 ,2,31,90,175,32,0,23/1/12,16/7/20,98,10,10,10,10,10,10,f,1,1.68
313648,2.02008E+13,20/8/20,1612516,t,4,4,"East Melbourne, Victoria, Australia",Melbourne,-37.81362,144.98665,Entire home/apt,3,1,1,$100.00 ,5,720,242,47,1,0,10/3/12,19/12/19,93,10,10,10,10,10,9,f,5,0.46
315513,2.02008E+13,21/8/20,1533260,t,14,14,"Derrimut, Victoria, Australia",Brimbank,-37.78374,144.75728,Private room,4,1,2,$45.00 ,1,1125,0,100,11,0,25/5/12,8/3/20,97,10,10,10,10,10,10,f,10,1
317239,2.02008E+13,21/8/20,1628602,f,1,1,"South Kingsville, Victoria, Australia",Hobsons Bay,-37.82989,144.87123,Private room,2,1,1,$95.00 ,3,30,365,0,0,0,,,,,,,,,,f,1,
323280,2.02008E+13,21/8/20,1608157,f,3,3,"Armadale, Victoria, Australia",Stonnington,-37.86171,145.02103,Private room,1,1,0,$65.00 ,1,730365,365,46,0,0,11/5/12,23/1/19,88,9,8,10,10,9,9,f,3,0.46
331605,2.02008E+13,20/8/20,569413,f,35,35,"Southbank, Victoria, Australia",Melbourne,-37.82348,144.9618,Entire home/apt,7,3,7,$362.00 ,1,365,359,87,5,0,3/9/12,1/6/20,86,8,8,9,8,10,8,f,24,0.9
334678,2.02008E+13,22/8/20,1704562,f,1,1,"Footscray, Victoria, Australia",Maribyrnong,-37.80089,144.89165,Private room,2,1,1,$75.00 ,2,21,1,7,1,0,27/1/19,12/3/20,100,10,10,10,10,9,10,t,1,0.37
334891,2.02008E+13,21/8/20,1705701,f,1,1,,Boroondara,-37.81285,145.06378,Private room,1,1,1,$85.00 ,1,365,365,4,0,0,13/3/15,23/2/19,90,10,10,10,10,9,9,f,1,0.06
363060,2.02008E+13,21/8/20,1835097,f,1,1,,Wyndham,-37.84545,144.71638,Private room,2,1,1,$70.00 ,3,330,365,0,0,0,,,,,,,,,,f,1,
363278,2.02008E+13,20/8/20,1835785,t,1,1,"Fitzroy, Victoria, Australia",Yarra,-37.80283,144.98305,Private room,1,1,0,$70.00 ,1,1125,357,260,30,0,22/7/12,19/3/20,99,10,10,10,10,10,10,f,1,2.64
381690,2.02008E+13,20/8/20,1914257,f,1,1,"St Kilda East, Victoria, Australia",Port Phillip,-37.86393,144.99824,Entire home/apt,4,2,2,$104.00 ,30,1125,365,37,5,1,7/11/12,1/8/20,91,9,9,9,9,9,9,f,1,0.39
385782,2.02008E+13,20/8/20,1930965,f,5,5,,Port Phillip,-37.8453,144.9555,Entire home/apt,4,1,1,$110.00 ,5,1125,0,16,0,0,25/5/12,26/3/18,86,9,8,9,10,10,9,f,2,0.16
386252,2.02008E+13,21/8/20,381584,f,1,1,,Boroondara,-37.80883,145.03969,Shared room,1,1,,$100.00 ,30,365,365,0,0,0,,,,,,,,,,f,1,
394600,2.02008E+13,21/8/20,485320,t,1,1,"Brunswick, Victoria, Australia",Moreland,-37.7691,144.95304,Entire home/apt,2,1,1,$107.00 ,2,35,356,230,22,3,20/4/12,8/8/20,96,10,10,10,10,10,10,t,1,2.27
403876,2.02008E+13,21/8/20,2014143,t,1,1,"Kooyong, Victoria, Australia",Stonnington,-37.84167,145.03505,Entire home/apt,2,1,1,$110.00 ,5,90,108,237,29,0,2/10/12,10/7/20,98,10,10,10,10,10,10,f,1,2.47
405515,2.02008E+13,21/8/20,1214242,f,4,4,"Hadfield, Victoria, Australia",Moreland,-37.70988,144.95131,Entire home/apt,6,1,3,$99.00 ,3,1125,282,5,0,0,12/5/12,26/9/18,96,9,10,10,10,10,9,f,8,0.05
406997,2.02008E+13,21/8/20,2027601,f,14,14,"Malvern East, Victoria, Australia",Stonnington,-37.88426,145.06133,Private room,2,1,1,$49.00 ,14,365,49,60,6,0,1/5/12,30/4/20,90,9,8,9,10,9,9,f,10,0.59
415272,2.02008E+13,20/8/20,228082,f,1,1,"Hawthorn East, Victoria, Australia",Boroondara,-37.84534,145.05335,Private room,1,1,1,$50.00 ,2,6,0,1,0,0,11/5/19,11/5/19,,,,,,,,t,1,0.06
419490,2.02008E+13,20/8/20,2068905,f,1,1,,Moonee Valley,-37.78485,144.92751,Entire home/apt,4,2,3,$150.00 ,7,90,0,3,0,0,19/9/12,30/7/16,100,9,7,9,9,9,8,f,1,0.03
432113,2.02008E+13,20/8/20,2148869,t,1,1,"Southbank, Victoria, Australia",Melbourne,-37.82761,144.96765,Entire home/apt,6,3,4,$150.00 ,6,730,316,108,12,0,10/5/12,24/3/20,97,10,10,10,10,10,10,t,1,1.07
433779,2.02008E+13,21/8/20,2027601,f,14,14,"Malvern East, Victoria, Australia",Stonnington,-37.88427,145.06139,Private room,2,1,1,$31.00 ,14,1125,178,52,8,0,12/7/12,17/7/20,86,9,8,10,9,9,9,f,10,0.53
438849,2.02008E+13,20/8/20,2180044,f,1,1,"Hawthorn East, Victoria, Australia",Boroondara,-37.82406,145.05656,Entire home/apt,4,2,2,$200.00 ,10,1125,0,4,0,0,5/1/14,30/12/17,85,8,9,10,10,10,9,f,1,0.05
438899,2.02008E+13,20/8/20,1777499,f,2,2,"South Melbourne, Victoria, Australia",Port Phillip,-37.83359,144.9648,Entire home/apt,6,2,4,$225.00 ,2,90,321,193,11,0,2/10/12,24/5/20,95,10,10,10,10,10,10,t,2,2.01
448025,2.02008E+13,21/8/20,2225077,f,5,5,"Pascoe Vale South, Victoria, Australia",Moreland,-37.7369,144.93298,Private room,4,1,2,$45.00 ,1,1125,180,25,0,0,22/11/13,8/6/19,85,8,7,9,9,8,8,f,5,0.3
449585,2.02008E+13,21/8/20,2232579,f,3,3,,Boroondara,-37.80491,145.05325,Private room,2,1,1,$100.00 ,1,1125,354,29,0,0,30/1/13,3/3/18,98,10,10,10,10,10,10,f,3,0.32
453940,2.02008E+13,20/8/20,2255480,f,5,5,"Balwyn North, Victoria, Australia",Boroondara,-37.79559,145.07892,Private room,1,1,1,$40.00 ,1,1125,0,2,2,0,6/11/19,8/11/19,100,10,10,10,10,10,10,f,5,0.21
456950,2.02008E+13,20/8/20,2271938,f,1,1,"Melbourne, Victoria, Australia",Port Phillip,-37.85397,144.98198,Entire home/apt,2,1,1,$291.00 ,5,1125,365,3,0,0,30/12/13,15/2/16,93,10,10,10,10,8,7,f,1,0.04
464528,2.02008E+13,21/8/20,760849,t,73,73,"Port Melbourne, Victoria, Australia",Port Phillip,-37.84318,144.94016,Entire home/apt,5,2,3,$366.00 ,3,1125,337,4,0,0,1/11/15,20/2/19,100,10,10,10,9,10,10,t,72,0.07
464612,2.02008E+13,22/8/20,2309055,f,1,1,"Point Cook, Victoria, Australia",Wyndham,-37.90042,144.72496,Private room,4,2,3,$46.00 ,3,365,1,62,5,0,5/7/12,20/3/20,95,10,10,10,10,9,9,f,1,0.63
466494,2.02008E+13,20/8/20,760849,t,73,73,"Richmond, Victoria, Australia",Yarra,-37.81788,145.00865,Entire home/apt,7,3,4,$594.00 ,3,1125,365,7,4,0,22/10/15,27/1/20,93,10,9,10,9,10,9,t,72,0.12
466732,2.02008E+13,21/8/20,760849,t,73,73,"Elwood, Victoria, Australia",Port Phillip,-37.88759,144.98651,Entire home/apt,2,1,1,$337.00 ,3,1125,365,3,0,0,8/12/18,5/2/19,100,10,10,10,10,10,9,t,72,0.14
479281,2.02008E+13,21/8/20,760849,t,73,73,"Brighton, Victoria, Australia",Bayside,-37.90925,144.98976,Entire home/apt,4,2,3,$402.00 ,3,1125,365,4,1,0,30/7/17,29/2/20,95,10,10,10,10,10,9,t,72,0.11
479333,2.02008E+13,21/8/20,760849,t,73,73,"Clifton Hill, Victoria, Australia",Yarra,-37.78706,145.00282,Entire home/apt,5,2,3,$402.00 ,3,1125,365,13,4,0,3/5/15,1/2/20,92,9,9,10,9,10,8,t,72,0.2
479472,2.02008E+13,21/8/20,760849,t,73,73,"Sandringham, Victoria, Australia",Bayside,-37.95301,145.01149,Entire home/apt,4,2,3,$366.00 ,3,1125,365,6,2,0,4/4/15,26/12/19,97,10,9,10,10,10,8,t,72,0.09
479736,2.02008E+13,21/8/20,223256,f,9,9,"East St. Kilda, Victoria, Australia",Port Phillip,-37.86947,144.99643,Entire home/apt,5,2,2,$109.00 ,1,1125,294,61,10,1,21/1/13,26/7/20,94,10,9,10,10,10,9,f,1,0.66
483719,2.02008E+13,21/8/20,9082,f,1,1,"Rosanna, Victoria, Australia",Banyule,-37.74209,145.06541,Private room,2,1,1,$60.00 ,2,365,365,27,2,0,24/9/12,26/12/19,95,10,9,10,10,9,9,f,1,0.28
488819,2.02008E+13,20/8/20,1583912,f,1,1,"Fitzroy, Victoria, Australia",Yarra,-37.80306,144.9767,Entire home/apt,2,1,1,$155.00 ,4,30,0,3,0,0,18/9/12,15/11/15,100,10,10,9,9,10,10,f,1,0.03
492022,2.02008E+13,21/8/20,760849,t,73,73,"Sandringham, Victoria, Australia",Bayside,-37.94771,145.00322,Entire home/apt,7,3,4,$402.00 ,3,1125,365,6,3,0,23/8/18,27/1/20,83,9,8,9,9,10,7,t,72,0.25
492071,2.02008E+13,21/8/20,760849,t,73,73,"Sandringham, Victoria, Australia",Bayside,-37.94771,145.00322,Entire home/apt,6,3,5,$450.00 ,3,1125,365,8,1,0,27/1/15,28/12/19,90,10,9,10,10,10,9,t,72,0.12
496502,2.02008E+13,21/8/20,2453853,f,1,1,"Coburg, Victoria, Australia",Moreland,-37.75571,144.97173,Private room,2,1,1,$32.00 ,2,14,47,265,23,0,22/7/12,20/3/20,92,10,9,10,10,10,10,f,1,2.69
508586,2.02008E+13,21/8/20,2255480,f,5,5,,Boroondara,-37.79363,145.08471,Private room,1,1,1,$45.00 ,1,1125,365,9,8,0,4/3/19,24/3/20,89,9,9,9,9,9,8,f,5,0.5
508590,2.02008E+13,21/8/20,2255480,f,5,5,"Balwyn North, Victoria, Australia",Boroondara,-37.794,145.0835,Private room,1,1,,$40.00 ,1,1125,365,4,1,0,2/3/18,31/1/20,90,9,9,10,10,8,10,f,5,0.13
508594,2.02008E+13,21/8/20,2255480,f,5,5,"Balwyn North, Victoria, Australia",Boroondara,-37.79546,145.08345,Private room,1,1,1,$40.00 ,1,1125,364,6,3,0,20/7/18,6/4/20,83,9,9,10,9,9,9,f,5,0.24
