id,scrape_id,last_scraped,host_id,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
4273167,2.02008E+13,21/8/20,16831574,t,1,1,"Collingwood, Victoria, Australia",Yarra,-37.79661,144.98833,Private room,2,2,1,$65.00 ,2,1125,363,41,3,0,17/12/14,29/2/20,100,10,10,10,10,10,10,f,1,0.59
4280443,2.02008E+13,21/8/20,22223809,f,2,2,"Patterson Lakes, Victoria, Australia",Kingston,-38.06105,145.14244,Private room,2,1,0,$65.00 ,1,1125,293,19,11,0,2/11/15,7/2/20,91,9,9,10,10,9,9,f,2,0.32
4282081,2.02008E+13,20/8/20,20508247,f,1,1,,Melbourne,-37.80575,144.96352,Entire home/apt,4,2,2,$160.00 ,2,1125,0,58,0,0,16/11/14,7/8/17,94,9,9,10,10,10,9,f,1,0.83
4287875,2.02008E+13,21/8/20,22260925,t,1,1,"Keysborough, Victoria, Australia",Greater Dandenong,-37.98434,145.17114,Private room,3,2,2,$50.00 ,2,1125,364,65,6,0,29/10/14,28/2/20,95,10,9,10,10,9,9,f,1,0.92
4288021,2.02008E+13,21/8/20,22212023,t,1,1,"Healesville, Victoria, Australia",Yarra Ranges,-37.64988,145.53466,Entire home/apt,4,2,2,$166.00 ,1,14,242,202,47,0,26/2/15,11/7/20,98,10,10,10,10,10,9,f,2,3.02
4288409,2.02008E+13,21/8/20,17474993,f,3,3,"Toorak, Victoria, Australia",Stonnington,-37.84181,145.01044,Entire home/apt,2,1,1,$85.00 ,14,1125,365,177,3,0,28/11/14,22/6/20,95,10,10,10,10,10,10,f,3,2.54
4288651,2.02008E+13,20/8/20,2812963,f,5,5,"Carlton, Victoria, Australia",Melbourne,-37.80643,144.96729,Private room,1,1,1,$80.00 ,3,30,0,4,0,0,25/1/15,21/1/19,85,9,10,10,9,9,8,t,5,0.06
4292023,2.02008E+13,20/8/20,22282196,f,1,1,"Brunswick, Victoria, Australia",Moreland,-37.77221,144.96399,Private room,2,1,2,$90.00 ,3,30,0,0,0,0,,,,,,,,,,f,1,
4295536,2.02008E+13,21/8/20,22299060,f,2,2,"Bentleigh East, Victoria, Australia",Glen Eira,-37.92512,145.08099,Private room,2,1,0,$69.00 ,2,1125,364,17,2,0,16/12/14,29/2/20,98,10,10,10,10,9,10,f,2,0.25
4297942,2.02008E+13,21/8/20,2426900,f,1,1,"Collingwood, Victoria, Australia",Yarra,-37.80222,144.98532,Entire home/apt,5,2,2,$100.00 ,4,1125,232,22,1,0,12/1/15,21/9/19,100,10,10,10,10,10,10,f,1,0.32
4299424,2.02008E+13,20/8/20,12249449,f,1,1,"South Yarra, Victoria, Australia",Melbourne,-37.83523,144.97864,Private room,2,1,1,$75.00 ,1,2,0,1,0,0,20/10/14,20/10/14,80,10,10,10,10,10,8,f,1,0.01
4312547,2.02008E+13,20/8/20,14605939,f,1,1,"St Kilda East, Victoria, Australia",Port Phillip,-37.86299,145.00734,Entire home/apt,4,2,2,$214.00 ,2,1125,0,1,0,0,5/11/14,5/11/14,100,10,8,10,10,8,10,f,1,0.01
4318008,2.02008E+13,21/8/20,5947685,t,1,1,"Albert Park, Victoria, Australia",Port Phillip,-37.84366,144.95932,Entire home/apt,4,2,2,$225.00 ,3,1125,143,35,3,0,23/3/16,26/2/20,99,10,10,10,10,10,10,f,1,0.65
4318613,2.02008E+13,20/8/20,18679263,f,1,1,"Windsor, Victoria, Australia",Stonnington,-37.85696,144.99658,Entire home/apt,4,2,2,$300.00 ,5,1125,0,10,0,0,18/11/14,11/11/15,92,10,9,9,9,9,9,f,1,0.14
4318856,2.02008E+13,20/8/20,19945667,f,1,1,"Brunswick, Victoria, Australia",Moreland,-37.77896,144.9679,Entire home/apt,2,1,1,$112.00 ,2,60,0,52,1,0,20/2/16,16/3/20,96,10,10,10,10,10,10,f,1,0.95
4319341,2.02008E+13,22/8/20,13672521,t,2,2,,Yarra Ranges,-37.75809,145.68852,Entire home/apt,2,1,1,$189.00 ,2,30,291,101,25,0,15/4/15,10/7/20,97,10,10,10,10,10,10,f,1,1.55
4319549,2.02008E+13,20/8/20,22270435,f,1,1,,Melbourne,-37.7951,144.92749,Entire home/apt,2,1,1,$499.00 ,1,1125,0,0,0,0,,,,,,,,,,f,1,
4319611,2.02008E+13,20/8/20,9584342,f,1,1,"St Kilda, Victoria, Australia",Port Phillip,-37.86101,144.97911,Entire home/apt,4,1,2,$121.00 ,1,1125,354,91,0,0,17/10/14,8/4/17,94,9,10,10,10,10,9,f,1,1.28
4324807,2.02008E+13,20/8/20,22456519,f,2,2,,Port Phillip,-37.85136,144.98166,Private room,3,1,2,$85.00 ,1,1125,0,13,0,0,1/1/17,18/1/19,85,9,10,9,9,9,8,t,1,0.29
4327686,2.02008E+13,21/8/20,22136034,t,7,7,"Olinda, Victoria, Australia",Yarra Ranges,-37.85401,145.36474,Hotel room,2,1,0,$328.00 ,1,1125,365,3,0,0,9/3/15,31/12/18,80,9,9,8,9,9,8,t,7,0.05
4335189,2.02008E+13,21/8/20,22509877,t,2,2,"Northcote, Victoria, Australia",Darebin,-37.78246,144.99343,Private room,2,1,0,$56.00 ,5,1125,365,18,9,0,9/11/14,14/3/20,91,9,7,9,10,10,9,f,1,0.26
4342764,2.02008E+13,20/8/20,6902963,f,2,2,"North Melbourne, Victoria, Australia",Melbourne,-37.80533,144.9568,Entire home/apt,3,2,2,$210.71 ,2,1120,363,162,22,0,4/1/15,21/6/20,93,9,9,9,9,10,9,f,1,2.36
4343563,2.02008E+13,20/8/20,8699971,f,1,1,"Prahran, Victoria, Australia",Stonnington,-37.85596,145.00689,Private room,2,1,1,$75.71 ,1,1125,0,3,0,0,26/7/15,27/9/15,100,9,10,10,10,10,10,f,1,0.05
4371142,2.02008E+13,21/8/20,22692413,t,1,1,"Chum Creek, Victoria, Australia",Yarra Ranges,-37.62827,145.50252,Entire home/apt,10,4,4,$523.57 ,2,30,344,62,8,0,7/4/15,6/7/20,97,10,10,10,10,10,10,t,1,0.95
4371442,2.02008E+13,20/8/20,19671002,t,3,3,"Melbourne, Victoria, Australia",Melbourne,-37.80988,144.96596,Entire home/apt,4,2,2,$209.00 ,2,1125,0,3,0,0,27/10/14,17/11/14,87,8,9,9,9,10,9,f,2,0.04
4372398,2.02008E+13,20/8/20,22700287,f,1,1,"St Kilda, Victoria, Australia",Port Phillip,-37.8656,144.97646,Entire home/apt,2,1,1,$75.00 ,2,60,164,54,14,0,2/11/14,21/3/20,93,10,9,9,10,10,9,f,1,0.76
4372668,2.02008E+13,21/8/20,22701849,f,1,1,"Malvern, Victoria, Australia",Stonnington,-37.86544,145.03908,Private room,1,1,1,$230.00 ,1,1125,365,0,0,0,,,,,,,,,,f,1,
4378693,2.02008E+13,21/8/20,22734692,t,2,2,"Brighton, Victoria, Australia",Bayside,-37.89887,144.99213,Entire home/apt,2,1,1,$95.00 ,1,90,171,229,43,1,3/11/14,31/7/20,98,10,10,10,10,10,10,f,2,3.24
4380033,2.02008E+13,22/8/20,22742885,t,1,1,"Thornbury, Victoria, Australia",Darebin,-37.76101,145.01434,Entire home/apt,2,1,1,$81.00 ,1,1125,1,160,24,0,6/12/14,26/1/20,97,10,10,10,10,10,10,f,1,2.3
4380357,2.02008E+13,20/8/20,22744268,f,2,2,"Southbank, Victoria, Australia",Melbourne,-37.82479,144.9662,Entire home/apt,6,2,4,$157.00 ,2,1125,356,307,34,0,28/12/14,16/3/20,90,9,10,9,10,10,9,f,2,4.46
4380508,2.02008E+13,20/8/20,22417514,f,1,1,"South Yarra, Victoria, Australia",Stonnington,-37.848,145.0023,Entire home/apt,8,3,3,"$1,000.00 ",5,1125,0,0,0,0,,,,,,,,,,f,1,
4388799,2.02008E+13,20/8/20,13971190,f,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.81464,144.95331,Entire home/apt,7,2,3,$139.00 ,1,1125,89,136,9,0,21/11/14,17/3/20,92,10,9,10,10,10,9,t,1,1.94
4390476,2.02008E+13,22/8/20,22793004,f,4,4,"Tarneit, Victoria, Australia",Wyndham,-37.8472,144.68602,Private room,2,1,1,$79.00 ,1,1125,363,13,0,0,20/11/14,29/1/18,91,9,10,9,9,9,10,f,4,0.19
4395174,2.02008E+13,20/8/20,22816508,f,1,1,"Middle Park, Victoria, Australia",Port Phillip,-37.85758,144.96768,Entire home/apt,4,2,3,$185.00 ,3,29,0,8,5,0,3/1/16,15/3/20,100,10,10,10,10,10,9,f,1,0.14
4402872,2.02008E+13,21/8/20,4383786,f,1,1,"Point Cook, Victoria, Australia",Wyndham,-37.90576,144.76365,Entire home/apt,12,4,7,$204.00 ,5,1125,84,2,0,0,19/7/16,1/1/17,80,7,7,9,8,9,10,f,1,0.04
4417991,2.02008E+13,20/8/20,21405314,t,0,0,"Richmond, Victoria, Australia",Yarra,-37.82064,144.99955,Entire home/apt,4,2,2,$130.00 ,180,1125,365,3,0,0,8/4/15,30/6/15,100,10,10,10,10,10,10,f,1,0.05
4419297,2.02008E+13,20/8/20,1739996,t,74,74,"St Kilda, Victoria, Australia",Port Phillip,-37.85775,144.9806,Entire home/apt,3,1,1,$75.00 ,1,1125,242,179,23,0,19/11/14,2/5/20,97,10,10,10,10,10,10,t,73,2.55
4424207,2.02008E+13,20/8/20,13627627,t,2,2,"Brunswick, Victoria, Australia",Moreland,-37.77112,144.96847,Entire home/apt,4,2,2,$150.00 ,3,34,0,27,0,0,18/12/14,26/4/19,95,10,9,10,10,10,10,f,2,0.39
4424922,2.02008E+13,21/8/20,22136034,t,7,7,"Olinda, Victoria, Australia",Yarra Ranges,-37.85519,145.36474,Entire home/apt,2,1,0,$328.00 ,1,1125,362,20,11,0,6/12/15,13/6/20,98,10,10,10,10,10,9,t,7,0.35
4425117,2.02008E+13,20/8/20,22967916,t,1,1,"Docklands, Victoria, Australia",Melbourne,-37.82565,144.94764,Private room,2,1,1,$80.00 ,2,1125,0,69,7,0,2/11/14,7/12/19,98,10,10,10,10,10,10,t,1,0.98
4426368,2.02008E+13,20/8/20,1572039,f,1,1,"South Yarra, Victoria, Australia",Stonnington,-37.84233,144.99242,Entire home/apt,3,1,1,$115.00 ,3,1125,0,4,0,0,29/12/14,5/1/16,100,10,10,10,10,10,10,f,1,0.06
4431370,2.02008E+13,21/8/20,22136034,t,7,7,"Olinda, Victoria, Australia",Yarra Ranges,-37.85518,145.36469,Entire home/apt,2,1,0,$328.00 ,1,1125,360,42,12,0,4/11/14,5/6/20,96,10,10,10,9,10,9,t,7,0.59
4431977,2.02008E+13,20/8/20,760849,t,73,73,"Richmond, Victoria, Australia",Yarra,-37.8161,145.00423,Entire home/apt,5,2,3,$302.00 ,3,1125,365,3,1,0,13/7/15,23/11/19,93,10,9,10,10,10,10,t,72,0.05
4432114,2.02008E+13,21/8/20,760849,t,73,73,"North Melbourne, Victoria, Australia",Melbourne,-37.79354,144.94232,Entire home/apt,5,3,4,$378.00 ,3,1125,365,15,2,0,14/2/15,5/3/20,85,9,9,9,10,9,8,t,72,0.22
4440046,2.02008E+13,20/8/20,2058617,f,19,19,,Yarra,-37.81848,144.99008,Entire home/apt,6,3,3,$279.00 ,1,365,356,42,5,0,12/12/14,14/3/20,92,9,10,10,9,10,9,t,19,0.61
4440393,2.02008E+13,20/8/20,18776201,f,1,1,"Coburg North, Victoria, Australia",Moreland,-37.72756,144.98121,Entire home/apt,6,3,3,$134.00 ,2,1125,0,5,0,0,23/12/14,31/12/16,92,10,9,10,10,9,9,f,1,0.07
4448591,2.02008E+13,21/8/20,23086637,f,1,1,"Kalorama, Victoria, Australia",Yarra Ranges,-37.82422,145.37351,Entire home/apt,4,2,2,$290.00 ,7,1125,365,6,2,0,13/4/18,2/1/20,100,10,9,10,10,10,10,f,1,0.21
4458801,2.02008E+13,21/8/20,23136357,f,1,1,"Port Melbourne, Victoria, Australia",Port Phillip,-37.84455,144.9428,Entire home/apt,4,2,2,$250.00 ,2,1125,140,6,6,0,14/12/19,18/3/20,97,10,9,10,10,10,10,f,1,0.71
4465636,2.02008E+13,21/8/20,17985195,f,1,1,,Darebin,-37.73618,144.9909,Private room,1,1,1,$300.00 ,1,1125,364,0,0,0,,,,,,,,,,f,1,
4469647,2.02008E+13,20/8/20,22229284,f,1,1,,Moreland,-37.77745,144.97512,Entire home/apt,5,4,4,$220.00 ,5,1125,0,3,0,0,7/1/15,10/7/15,100,10,10,10,10,10,10,f,1,0.04
4470941,2.02008E+13,20/8/20,2395526,f,2,2,"Melbourne, Victoria, Australia",Melbourne,-37.82092,144.95648,Entire home/apt,2,1,1,$112.00 ,2,365,44,148,13,0,19/3/16,9/3/20,92,9,9,10,10,10,9,t,2,2.75
4473770,2.02008E+13,20/8/20,8737986,t,2,2,"St Kilda West, Victoria, Australia",Port Phillip,-37.86033,144.97258,Entire home/apt,2,1,2,$60.00 ,2,1125,276,112,16,0,28/12/14,25/2/20,95,10,10,10,10,10,10,f,2,1.63
4476978,2.02008E+13,20/8/20,23229004,f,1,1,"Middle Park, Victoria, Australia",Port Phillip,-37.85193,144.96579,Entire home/apt,6,4,6,$600.00 ,7,1125,0,5,0,0,13/1/15,10/1/17,96,10,9,10,10,10,10,f,1,0.07
4486229,2.02008E+13,20/8/20,23276824,f,1,1,"Southbank, Victoria, Australia",Melbourne,-37.82688,144.96798,Private room,2,1,1,$89.00 ,2,1125,365,58,0,0,23/11/14,10/7/17,97,10,10,10,10,10,9,f,1,0.83
4488718,2.02008E+13,20/8/20,23287058,f,1,1,"Hawthorn, Victoria, Australia",Boroondara,-37.82286,145.02428,Private room,5,1,4,$123.00 ,1,1125,0,18,0,0,16/11/14,25/10/17,98,10,10,10,10,10,10,f,1,0.26
4496470,2.02008E+13,21/8/20,6795911,f,3,3,"Elwood, Victoria, Australia",Port Phillip,-37.87772,144.98341,Private room,2,1,1,$67.00 ,3,28,90,28,3,0,7/3/15,3/2/20,94,9,9,10,10,10,9,f,2,0.42
4501051,2.02008E+13,21/8/20,19616556,t,1,1,"Brunswick , Vic, Australia",Moreland,-37.76476,144.96262,Private room,2,1,1,$50.00 ,2,1125,49,64,6,0,21/11/14,14/3/20,99,10,10,10,10,10,10,f,1,0.91
4503078,2.02008E+13,21/8/20,11701845,f,1,1,"Emerald, Victoria, Australia",Cardinia,-37.93602,145.46154,Entire home/apt,10,6,11,$345.00 ,1,1125,340,56,4,0,9/3/15,2/12/19,90,9,9,10,10,10,8,t,1,0.84
4503467,2.02008E+13,20/8/20,23355351,f,1,1,,Boroondara,-37.82407,145.02822,Entire home/apt,2,1,1,$68.00 ,1,1125,0,1,0,0,6/1/16,6/1/16,80,10,8,8,8,10,8,f,1,0.02
4503789,2.02008E+13,20/8/20,22176940,f,1,1,"Prahran, Victoria, Australia",Stonnington,-37.84722,144.99423,Entire home/apt,2,1,1,$240.00 ,3,14,0,23,0,0,24/11/14,2/1/17,94,10,9,10,10,10,10,f,1,0.33
4512840,2.02008E+13,20/8/20,1739996,t,74,74,"St Kilda, Victoria, Australia",Port Phillip,-37.85967,144.97911,Entire home/apt,5,2,2,$83.00 ,1,1125,336,205,31,0,6/12/14,9/3/20,95,10,10,10,10,10,10,t,73,2.95
4513963,2.02008E+13,22/8/20,23405421,f,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.80993,144.96173,Entire home/apt,2,1,0,$128.00 ,3,1125,2,9,0,0,4/1/15,6/4/15,98,10,10,10,10,10,10,f,1,0.13
4514353,2.02008E+13,20/8/20,20325738,f,1,1,"Saint Kilda, Victoria, Australia",Port Phillip,-37.8643,144.97928,Entire home/apt,2,1,1,$190.00 ,3,1125,0,0,0,0,,,,,,,,,,f,1,
4519807,2.02008E+13,21/8/20,22793004,f,4,4,"Tarneit, Victoria, Australia",Wyndham,-37.84801,144.68609,Private room,2,1,1,$79.00 ,1,1125,354,34,0,0,28/11/14,7/10/17,88,9,9,9,10,9,9,f,4,0.49
4520275,2.02008E+13,21/8/20,23435754,f,1,1,,Yarra,-37.80198,144.99856,Private room,1,1,1,$85.00 ,2,5,365,4,0,0,12/1/15,17/3/15,100,10,10,10,10,10,10,f,1,0.06
4520498,2.02008E+13,20/8/20,6468091,f,1,1,"Windsor, Victoria, Australia",Stonnington,-37.85304,144.99016,Entire home/apt,3,1,1,$150.00 ,5,30,364,11,0,0,30/11/14,16/5/19,96,10,10,10,10,10,9,f,1,0.16
4520612,2.02008E+13,20/8/20,22260026,f,2,2,"Preston, Victoria, Australia",Darebin,-37.75162,145.00178,Entire home/apt,2,1,2,$97.00 ,3,30,0,1,0,0,6/1/15,6/1/15,100,10,8,8,10,8,10,t,1,0.01
4526765,2.02008E+13,21/8/20,13050600,f,1,1,"Hampton East, Victoria, Australia",Bayside,-37.93682,145.03363,Entire home/apt,8,3,5,$280.00 ,7,1125,358,9,1,0,19/4/15,10/12/19,96,10,10,10,10,9,10,f,1,0.14
4532749,2.02008E+13,20/8/20,23501564,f,1,1,"Southbank, Victoria, Australia",Melbourne,-37.82247,144.96429,Private room,3,1,1,$81.00 ,2,42,0,9,0,0,11/1/15,30/3/16,96,10,10,10,10,10,10,f,1,0.13
4533245,2.02008E+13,20/8/20,23367383,f,1,1,,Banyule,-37.76435,145.06681,Entire home/apt,6,4,4,$426.00 ,3,1125,0,1,0,0,1/1/16,1/1/16,100,10,10,10,10,8,10,f,1,0.02
4540012,2.02008E+13,21/8/20,22136034,t,7,7,"Olinda, Victoria, Australia",Yarra Ranges,-37.85616,145.36765,Entire home/apt,3,2,2,$350.00 ,1,1125,231,5,0,0,23/1/15,25/5/19,96,10,10,10,10,10,10,t,7,0.07
4541098,2.02008E+13,21/8/20,10660170,f,1,1,"Cheltenham, Victoria, Australia",Kingston,-37.96846,145.058,Entire home/apt,4,,3,$110.00 ,4,250,52,75,9,1,16/3/15,26/7/20,95,10,9,10,10,10,9,t,2,1.13
4549395,2.02008E+13,22/8/20,23587298,f,2,2,,Moreland,-37.75771,144.9482,Entire home/apt,4,2,2,$155.00 ,4,43,365,7,0,0,23/12/14,29/8/15,70,6,9,9,9,7,7,f,2,0.1
4549455,2.02008E+13,20/8/20,3025334,f,1,1,"Elwood, Victoria, Australia",Port Phillip,-37.88296,144.99634,Private room,2,1,1,$48.00 ,10,30,0,3,0,0,1/2/16,9/4/16,100,10,9,10,10,9,10,f,1,0.05
4549618,2.02008E+13,21/8/20,23588488,f,2,2,"Collingwood, Victoria, Australia",Yarra,-37.80193,144.98506,Entire home/apt,5,2,5,$216.00 ,7,30,178,28,0,0,19/11/15,31/12/18,99,10,10,10,10,10,10,f,2,0.48
4559753,2.02008E+13,20/8/20,23638188,f,1,1,"Brighton, Victoria, Australia",Bayside,-37.92546,144.99918,Entire home/apt,8,4,5,$550.00 ,2,19,0,8,0,0,1/1/17,3/1/19,93,10,9,10,10,10,9,f,1,0.18
4560022,2.02008E+13,20/8/20,18362775,t,2,2,"South Yarra, Victoria, Australia",Stonnington,-37.84251,145.00374,Entire home/apt,3,2,2,$350.00 ,21,160,365,31,0,0,3/12/14,19/5/19,99,10,10,10,10,10,9,f,2,0.45
4560258,2.02008E+13,20/8/20,23642223,f,1,1,"Brunswick, Victoria, Australia",Moreland,-37.76219,144.96495,Entire home/apt,3,2,1,$90.00 ,4,38,0,5,0,0,8/2/15,21/11/15,92,10,10,10,10,9,10,f,1,0.07
4567157,2.02008E+13,21/8/20,11281861,t,2,2,"Yarraville, Victoria, Australia",Maribyrnong,-37.81675,144.88088,Private room,2,1,0,$39.00 ,5,1125,363,14,2,0,21/11/14,26/3/20,96,10,9,10,10,10,10,f,2,0.2
4570052,2.02008E+13,21/8/20,8291258,t,1,1,"Cranbourne West, Victoria, Australia",Casey,-38.09074,145.25438,Entire home/apt,2,1,1,$80.00 ,1,60,61,69,14,0,21/6/18,29/5/20,99,10,10,10,10,10,10,t,1,2.61
4570679,2.02008E+13,20/8/20,14059214,f,3,3,"Melbourne, Victoria, Australia",Melbourne,-37.8184,144.96729,Entire home/apt,4,1,2,$103.00 ,2,1125,0,236,0,0,9/12/14,27/3/19,95,10,10,10,10,10,9,f,3,3.4
4570737,2.02008E+13,20/8/20,7509953,f,83,83,"Windsor, Victoria, Australia",Stonnington,-37.85663,144.99215,Entire home/apt,6,3,2,$230.00 ,1,1125,365,71,4,0,30/11/14,11/3/20,97,10,9,9,10,10,9,f,67,1.02
4575077,2.02008E+13,22/8/20,11281861,t,2,2,"Yarraville, Victoria, Australia",Maribyrnong,-37.81682,144.88139,Private room,2,1,0,$39.00 ,5,365,0,5,1,0,9/1/15,5/2/20,88,10,8,10,9,9,10,f,2,0.07
4577767,2.02008E+13,21/8/20,23730603,f,1,1,"Hughesdale, Victoria, Australia",Monash,-37.8927,145.08462,Entire home/apt,3,2,2,$50.00 ,365,1125,365,0,0,0,,,,,,,,,,f,1,
4583745,2.02008E+13,20/8/20,23760052,f,1,1,"Carlton, Victoria, Australia",Melbourne,-37.79841,144.96904,Entire home/apt,4,1,2,$250.00 ,3,365,0,8,0,0,9/12/14,2/1/16,88,9,9,9,10,10,9,f,1,0.12
4591565,2.02008E+13,20/8/20,747059,f,2,2,"Canterbury, Victoria, Australia",Boroondara,-37.83186,145.07976,Private room,2,1,1,$85.00 ,1,1125,0,1,0,0,15/2/16,15/2/16,80,10,10,10,10,8,8,f,2,0.02
4597031,2.02008E+13,20/8/20,12747327,f,1,1,"Collingwood, Melbourne, Victoria, Australia",Yarra,-37.79919,144.99176,Entire home/apt,5,2,3,$180.00 ,3,60,0,18,0,0,3/9/16,3/2/18,98,10,10,10,10,10,10,f,1,0.37
4597458,2.02008E+13,21/8/20,5492859,f,6,6,"Clayton, Victoria, Australia",Monash,-37.91878,145.13143,Private room,1,1,1,$48.00 ,2,1125,83,3,0,0,18/11/15,22/2/18,100,9,10,10,9,9,9,t,6,0.05
4601119,2.02008E+13,21/8/20,10857350,f,5,5,"Werribee, Victoria, Australia",Wyndham,-37.89298,144.66776,Private room,2,1,2,$60.00 ,1,90,365,36,6,0,31/1/15,15/2/20,89,9,9,10,10,9,9,f,4,0.53
4606467,2.02008E+13,20/8/20,23869649,f,1,1,"Armadale, Victoria, Australia",Stonnington,-37.86175,145.02169,Entire home/apt,3,1,2,$70.00 ,4,1125,0,106,19,0,5/1/15,19/7/20,94,10,9,9,10,10,10,f,1,1.55
4606896,2.02008E+13,20/8/20,4624009,f,1,1,"Elwood, Victoria, Australia",Port Phillip,-37.87441,144.98308,Entire home/apt,2,1,1,$80.00 ,4,1125,0,2,0,0,28/12/14,15/12/15,90,10,10,10,10,10,10,f,1,0.03
4609375,2.02008E+13,20/8/20,23880137,f,1,1,"Carlton, Victoria, Australia",Melbourne,-37.7946,144.96572,Entire home/apt,8,4,10,$278.00 ,3,1125,174,48,3,0,7/7/15,26/1/20,95,10,9,10,10,10,10,f,1,0.77
4614036,2.02008E+13,20/8/20,10391355,f,1,1,"Windsor, Victoria, Australia",Stonnington,-37.85453,144.99947,Entire home/apt,4,2,2,$295.00 ,30,1125,365,8,1,0,9/3/15,27/11/19,100,10,10,10,10,10,8,f,1,0.12
4616006,2.02008E+13,20/8/20,23910988,t,14,14,"Southbank, Victoria, Australia",Melbourne,-37.82501,144.9666,Entire home/apt,6,3,6,$223.00 ,5,365,292,238,17,0,1/12/14,16/3/20,92,10,9,9,10,10,9,t,6,3.42
4617129,2.02008E+13,20/8/20,23919024,f,1,1,,Moreland,-37.77674,144.97355,Private room,1,1,1,$50.00 ,1,1125,0,0,0,0,,,,,,,,,,f,1,
4618018,2.02008E+13,21/8/20,369770,t,4,4,"Frankston South, Victoria, Australia",Frankston,-38.16861,145.11223,Entire home/apt,3,1,2,$78.00 ,2,1125,360,226,52,1,30/12/14,31/7/20,97,10,10,10,10,10,10,t,3,3.29
4619223,2.02008E+13,20/8/20,22386806,f,1,1,"Elsternwick, Victoria, Australia",Glen Eira,-37.88294,145.01474,Entire home/apt,8,4,6,$180.00 ,5,1125,0,2,0,0,10/1/15,24/1/15,100,10,10,10,10,10,10,f,1,0.03
4619300,2.02008E+13,20/8/20,23731811,f,1,1,"St Kilda, Victoria, Australia",Port Phillip,-37.85955,144.98879,Private room,1,1,1,$39.00 ,3,1125,0,2,0,0,18/2/17,16/6/17,80,9,8,9,9,9,9,f,1,0.05
4623088,2.02008E+13,20/8/20,23944647,f,1,1,"Collingwood, Victoria, Australia",Yarra,-37.80134,144.9863,Entire home/apt,6,3,4,$230.00 ,3,1125,0,9,0,0,31/12/15,20/1/19,98,10,9,10,10,10,9,f,1,0.16
4626938,2.02008E+13,21/8/20,23964067,f,1,1,"Brighton, Victoria, Australia",Bayside,-37.91866,144.99248,Private room,4,2,2,$180.00 ,1,1125,364,14,3,0,9/12/14,25/1/20,87,9,8,9,9,10,8,f,1,0.2
4631857,2.02008E+13,20/8/20,23985674,f,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.82223,144.96496,Entire home/apt,2,1,1,$130.00 ,30,180,364,16,2,0,5/4/15,30/3/20,95,10,9,10,10,10,10,f,1,0.24
4632666,2.02008E+13,20/8/20,4924814,f,7,7,"Melbourne, Victoria, Australia",Melbourne,-37.81526,144.95236,Entire home/apt,5,2,3,$149.00 ,700,1125,364,165,18,0,6/2/15,9/2/20,92,9,9,10,10,10,9,f,6,2.45
4634144,2.02008E+13,20/8/20,22420759,f,1,1,"Glen Huntly, Victoria, Australia",Glen Eira,-37.89147,145.03877,Private room,2,1,2,$53.00 ,1,1125,0,0,0,0,,,,,,,,,,f,1,
4639182,2.02008E+13,21/8/20,24018802,t,4,4,"South Yarra, Victoria, Australia",Melbourne,-37.83513,144.98091,Entire home/apt,2,1,1,$99.00 ,3,1125,123,61,6,0,8/3/15,30/6/20,95,10,9,10,10,10,9,f,4,0.92
4639255,2.02008E+13,21/8/20,24019968,f,0,0,"McKinnon, Victoria, Australia",Glen Eira,-37.91091,145.03695,Private room,2,1,1,$77.00 ,2,1125,179,45,2,0,5/7/15,31/1/20,99,10,10,10,10,10,10,f,2,0.72
4639265,2.02008E+13,21/8/20,24019968,f,0,0,"McKinnon, Victoria, Australia",Glen Eira,-37.91266,145.03616,Private room,2,1,2,$76.00 ,3,62,364,22,2,0,2/1/16,30/5/20,99,10,10,10,10,10,10,f,2,0.39
4639782,2.02008E+13,20/8/20,23886815,f,1,1,"Richmond, Victoria, Australia",Yarra,-37.81386,144.99171,Entire home/apt,2,1,1,$149.00 ,3,1125,365,0,0,0,,,,,,,,,,f,1,
4639811,2.02008E+13,21/8/20,2523579,f,0,0,,Yarra,-37.80635,144.98766,Entire home/apt,4,2,0,$140.00 ,2,1125,293,19,1,0,23/1/15,13/3/20,94,10,10,10,10,10,9,f,1,0.28
4639950,2.02008E+13,21/8/20,5709742,t,1,1,"Strathmore, Victoria, Australia",Moonee Valley,-37.73273,144.91879,Entire home/apt,2,1,1,$60.00 ,1,1125,281,214,38,0,16/2/16,12/3/20,98,10,10,10,10,10,10,t,1,3.89
4644577,2.02008E+13,20/8/20,24046076,f,1,1,"Port Melbourne, Victoria, Australia",Port Phillip,-37.84149,144.94505,Entire home/apt,6,3,6,$250.00 ,5,30,0,10,0,0,26/12/14,28/12/17,92,10,9,10,10,10,9,f,1,0.15
4645903,2.02008E+13,20/8/20,12037956,t,1,1,"Prahran, Victoria, Australia",Stonnington,-37.85309,145.00732,Entire home/apt,4,2,2,$280.00 ,30,60,0,150,16,0,11/1/15,19/5/20,98,10,10,10,10,10,10,f,1,2.2
