id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9835,Beautiful Room & House,33057,Manju,,Manningham,-37.77268,145.09213,Private room,60,1,4,2015-09-12,0.04,1,365
10803,Room in Cool Deco Apartment in Brunswick East,38901,Lindsay,,Moreland,-37.76651,144.98074,Private room,31,4,145,2020-04-08,1.57,1,1
12936,St Kilda 1BR+BEACHSIDE+BALCONY+WIFI+AC,50121,The A2C Team,,Port Phillip,-37.85999,144.97662,Entire home/apt,95,3,42,2020-03-15,0.34,10,0
38271,Melbourne - Old Trafford Apartment,164193,Daryl & Dee,,Casey,-38.05725,145.33936,Entire home/apt,99,1,149,2020-05-16,1.26,1,329
41836,CLOSE TO CITY & MELBOURNE AIRPORT,182833,Diana,,Darebin,-37.69729,145.00082,Private room,40,7,160,2019-09-19,1.42,2,0
43429,Tranquil Javanese-Style Apartment in Oakleigh East,189684,Allan,,Monash,-37.8996,145.11447,Entire home/apt,99,2,210,2020-03-29,1.78,2,347
44082,Queen Room in Beautiful House,193031,Vicki,,Frankston,-38.14932,145.14157,Private room,79,2,51,2020-06-22,0.44,6,365
47100,Très Charming in Fabulous Richmond,212071,Loren,,Yarra,-37.81804,145.00442,Entire home/apt,100,5,178,2019-10-17,1.47,3,0
51592,Central City Warehouse Apartment,190879,Michelle,,Melbourne,-37.81486,144.96267,Entire home/apt,249,2,259,2020-08-02,2.24,1,2
51817,Stay in lovely bayside Elwood!,235341,Bree,,Port Phillip,-37.87629,144.98964,Entire home/apt,89,2,73,2020-03-14,0.66,1,232
66754,Richmond CITY EDGE 60s COOL 1BR+WIFI+AC,50121,The A2C Team,,Yarra,-37.82127,144.99408,Entire home/apt,94,3,70,2020-03-14,0.61,10,0
67211,"Kew Tranquility, Melbourne",326880,Kate,,Boroondara,-37.8037,145.03396,Private room,45,2,172,2020-03-23,1.48,1,365
68411,Large Bayside suburban house,334095,Alec,,Bayside,-37.93206,145.0146,Entire home/apt,300,1,0,,,1,0
69421,"Pet Friendly Warm Apmt , Clifton Hill, Melbourne",347754,Wendy,,Yarra,-37.78784,145.00548,Entire home/apt,180,2,1,2016-01-10,0.02,1,365
70328,AWESOME BEACH HOUSE BnB -,356006,Raewyn,,Kingston,-38.00546,145.08541,Private room,70,1,131,2020-06-28,1.14,1,291
72576,Stunning Fitzroy +private bathroom 'Little George',376675,Ramona,,Yarra,-37.80689,144.97946,Private room,120,2,529,2020-06-28,4.63,2,79
74324,Tamerlane: Architect-designed luxury living,390761,Matt,,Yarra,-37.80275,144.97616,Entire home/apt,237,14,67,2018-03-26,1.05,3,339
74959,Blissful Beachside Port Melbourne Warehouse,395864,Linda,,Port Phillip,-37.84098,144.9364,Private room,90,2,108,2020-01-26,0.96,1,338
78143,2 bedrooms-ideal for friends/family,419767,Julie,,Stonnington,-37.8531,144.99012,Private room,85,2,146,2020-03-16,1.30,1,364
80986,Richmond CENTRAL PARK EDGE 1BR+WIFI,50121,The A2C Team,,Yarra,-37.81541,145.00157,Entire home/apt,84,3,80,2020-03-24,0.74,10,0
86369,"Sunny 1950s Apartment, St Kilda East 
Longer stays",246509,Fiona,,Glen Eira,-37.86971,145.00662,Entire home/apt,89,28,10,2019-12-01,0.34,1,0
86422,2 Bright Rooms own Bathrm nr train,473732,Angela,,Whitehorse,-37.82522,145.19781,Private room,97,1,55,2017-10-07,0.48,1,358
108032,Studio apartment on Collins Street,559227,Malcolm,,Melbourne,-37.81595,144.96606,Entire home/apt,140,2,254,2020-03-24,2.27,1,351
111001,Double Guest Room Ensuited,569413,Dina,,Port Phillip,-37.83739,144.96637,Private room,65,5,40,2020-08-17,1.80,24,0
120487,Garden Bungalow with the Possums,606393,Barbara,,Kingston,-37.99031,145.07744,Entire home/apt,94,3,81,2020-02-29,0.75,2,278
133617,Life style on the Beach 豪华的海边生活,646383,Hannah,,Port Phillip,-37.84317,144.94031,Private room,90,3,14,2020-03-01,0.13,2,179
136510,Private Room,668249,Shirley,,Melbourne,-37.77919,144.94041,Private room,48,1,10,2018-09-23,0.30,1,0
144236,"Lux Apartment, Australian Open",699180,Peter,,Melbourne,-37.84499,144.97929,Private room,268,2,0,,,1,365
150729,"Fabulous Fitzroy, gorgeous Gertrude St.   No Ikea!",376675,Ramona,,Yarra,-37.80508,144.97942,Private room,90,3,579,2020-03-19,5.24,2,0
157427,"Stone's Throw Studio, Belgrave",717024,Margaret,,Yarra Ranges,-37.90605,145.35069,Entire home/apt,167,1,36,2020-07-10,0.34,2,364
161033,Healesville Yarra Valley Cottage,770883,Karen,,Yarra Ranges,-37.63282,145.49766,Entire home/apt,95,2,237,2020-07-04,2.17,1,307
161404,"Handy Location, 5Beds, 3bath, 10km to CBD, Austin",772011,Alice,,Banyule,-37.75651,145.03991,Entire home/apt,98,5,32,2020-03-15,0.91,2,29
163077,Elwood CHIC 1BR+WALK TO VILLAGE+WIFI,50121,The A2C Team,,Port Phillip,-37.8786,144.9913,Entire home/apt,89,3,59,2020-03-29,0.55,10,0
167067,Convenient Spot in Mt Waverley,796181,John,,Monash,-37.87146,145.12984,Private room,45,4,72,2020-03-27,0.66,1,232
173426,Beautiful Northcote home with heart -close to city,804527,Tania,,Darebin,-37.76315,144.98578,Private room,40,1,18,2020-01-23,0.16,1,0
189128,"Double Room, Private Bathroom, Breakfast & Air Con",668611,Toni,,Boroondara,-37.8176,145.05913,Private room,63,1,92,2020-02-29,0.98,1,149
189293,A POP-UP BEDROOM NEAR CITY AND AIRPORT,182833,Diana,,Darebin,-37.69879,145.00193,Private room,35,2,1,2017-05-07,0.02,2,0
206865,Luxury Private St.Kilda Apartment,449064,Lisa,,Port Phillip,-37.85961,144.97712,Entire home/apt,130,3,77,2016-09-29,0.71,1,365
209073,Luxury Melbourne City Apartment,1029900,Oscar,,Melbourne,-37.8171,144.97676,Entire home/apt,180,7,21,2020-01-25,0.20,1,292
210568,"Carnarvon, Armadale/St KldaE/Caulfl",1038237,Ian,,Glen Eira,-37.86898,145.02775,Private room,60,3,22,2019-09-26,0.21,2,74
213348,Large room in quiet Victorian home,689924,Adrian,,Port Phillip,-37.85874,144.98633,Private room,90,3,5,2018-07-27,0.11,1,0
214565,Warm and inviting cottage in the North East,1107678,Helen,,Banyule,-37.7137,145.1238,Private room,40,1,0,,,1,0
230790,Clarelee - Belgrave Accommodation,1197236,Clarelee,,Yarra Ranges,-37.90514,145.35261,Entire home/apt,564,2,76,2020-03-15,1.05,1,362
232088,VERY QUIET  2 Bedrooms  2 Bathrooms BIG Kitchen,1214242,Mal,,Moreland,-37.71096,144.9518,Entire home/apt,99,3,21,2020-03-08,0.20,8,289
232812,Parkland apartment on edge of CBD,950667,Rosemary,,Melbourne,-37.7857,144.95616,Entire home/apt,190,2,8,2018-02-28,0.07,1,0
240410,Beautifully Appointed Apt - Central,1260586,Neil,,Melbourne,-37.80507,144.9519,Entire home/apt,135,2,76,2019-12-16,0.77,1,342
241263,Inner city apartment with amazing views,1345462,Gloria,,Melbourne,-37.78128,144.95618,Private room,85,1,228,2020-03-21,2.19,1,324
244872,Cool spot near chapel st!,605990,Jenny,,Stonnington,-37.85077,145.01013,Private room,73,1,0,,,1,365
244952,Treehouse apartment in Fitzroy,287730,Rebecca,,Yarra,-37.80403,144.97908,Entire home/apt,89,3,281,2020-03-13,2.62,1,323
247006,Albert Park: Between St Kilda & CBD - Perfect spot,538647,Chris,,Port Phillip,-37.84506,144.9571,Private room,81,2,142,2020-02-16,1.33,1,0
247140,Self Contained Apartment (CBD Edge),1296115,Fiona,,Melbourne,-37.817,144.9767,Entire home/apt,225,3,81,2020-03-16,0.76,1,365
248235,Gorgeous home with pool. Central location!!,1300846,Ayelet,,Glen Eira,-37.86392,145.01737,Entire home/apt,460,4,12,2020-01-14,0.13,1,124
251354,Inner city Warehouse Garden of Eden,1318256,Elana,,Stonnington,-37.85795,145.02439,Entire home/apt,200,1,7,2017-01-23,0.07,1,89
251965,Private room in Elwood,725136,Nathan,,Port Phillip,-37.87634,144.9886,Entire home/apt,251,1,0,,,1,0
256186,Collingwood 2 bedrm Warehouse Apt,1344893,Hoang And Michael,,Yarra,-37.80182,144.98274,Entire home/apt,140,6,155,2020-03-17,1.48,1,313
257149,Sunny 2BR Melbourne flat 7kms CBD,504534,Lanie,,Darebin,-37.76294,144.9964,Entire home/apt,129,2,122,2020-03-15,1.16,1,364
257915,Central Apartments in Melbourne,569413,Dina,,Melbourne,-37.82525,144.96145,Entire home/apt,714,2,51,2020-02-23,0.49,24,365
261558,Victorian terrace in Nth Melbourne close to CBD!,1372143,Chloé,,Melbourne,-37.80439,144.95213,Private room,71,2,17,2020-03-31,0.36,1,0
263871,In The Heart Of The City- Melbourne,1384456,Eliisa,,Melbourne,-37.81695,144.96295,Entire home/apt,131,14,41,2020-03-31,0.45,1,365
268525,Home 20mins (CBD) near Box Hill,1179603,Anita,,Whitehorse,-37.8129,145.14081,Private room,41,5,0,,,1,364
268620,nice room,1407948,Richard,,Melton,-37.73994,144.73881,Private room,72,1,0,,,1,365
268849,"Unique, Intimately Styled South Yarra Sanctuary",1408673,Little Journey,,Stonnington,-37.83692,144.99285,Entire home/apt,84,1,520,2020-07-21,4.91,2,5
277605,Angelus Retreat @ Mount Dandenong,1448773,Margaret Jiin,,Yarra Ranges,-37.9056,145.39525,Entire home/apt,241,2,12,2020-07-06,0.12,2,362
280698,Elwood SPACIOUS OPEN PLAN EXEC 2BR+PARKING+WIFI+AC,50121,The A2C Team,,Port Phillip,-37.87322,144.98937,Entire home/apt,169,3,62,2020-01-02,0.77,10,0
283257,sunlit studio down a quiet laneway,1475619,Lulu,,Yarra,-37.8044,144.98213,Entire home/apt,140,3,129,2020-03-15,1.83,1,154
284210,Fitzroyalty - stylish and central,1480426,Kate,,Yarra,-37.7985,144.97883,Entire home/apt,245,2,34,2020-03-15,0.44,1,2
289467,The Suite @ Angelus Retreat,1448773,Margaret Jiin,,Yarra Ranges,-37.90546,145.39447,Entire home/apt,264,2,4,2019-06-09,0.06,2,365
297350,"Best, west of Melbourne-Wifi & Spa1",1533260,Ryan,,Brimbank,-37.78374,144.75729,Private room,42,1,280,2020-05-02,2.68,10,0
300679,Comfy room in Oakleigh South Melbourne,1505279,Julie,,Kingston,-37.94,145.09679,Private room,33,2,70,2020-03-16,0.85,1,0
307615,Queen BR + Private Bathroom in Huge CBD Apartment,1582716,Sharyn,,Melbourne,-37.80847,144.96606,Private room,75,1,106,2020-02-19,1.01,1,364
309093,Savour 180-Degree Urban Views at a Triple Level Loft,1349266,Adam + Caro,,Yarra,-37.81973,145.00078,Entire home/apt,245,2,24,2020-02-02,1.20,1,0
310594,Cosy nest in vibrant eclectic area,1597828,Bridget,,Yarra,-37.80523,144.99518,Entire home/apt,135,2,175,2020-07-16,1.68,1,90
313648,"(1) Stylish, East Melb 1bed apt",1612516,Haydn,,Melbourne,-37.81362,144.98665,Entire home/apt,100,5,47,2019-12-19,0.46,5,242
315513,"Best, west of Melbourne-Wifi & spa2",1533260,Ryan,,Brimbank,-37.78374,144.75728,Private room,45,1,100,2020-03-08,1.00,10,0
317239,Inner City Home-6 stops by train to Melbourne CBD,1628602,Jacqueline,,Hobsons Bay,-37.82989,144.87123,Private room,95,3,0,,,1,365
323280,Classic Victorian Armadale Home :) Victorian House,1608157,Fay,,Stonnington,-37.86171,145.02103,Private room,65,1,46,2019-01-23,0.46,3,365
331605,3 Bedroom Apartment MT111,569413,Dina,,Melbourne,-37.82348,144.9618,Entire home/apt,362,1,87,2020-06-01,0.90,24,359
334678,Room + Own Bathroom - 7km from city,1704562,Kate,,Maribyrnong,-37.80089,144.89165,Private room,75,2,7,2020-03-12,0.37,1,1
334891,Attractive room in leafy Deepdene,1705701,Veruschka,,Boroondara,-37.81285,145.06378,Private room,85,1,4,2019-02-23,0.06,1,365
363060,SUNLIT Kitchen/Vegie Garden/CLEAN,1835097,Rovielle,,Wyndham,-37.84545,144.71638,Private room,70,3,0,,,1,365
363278,Fitzroy: Tiny stone cottage,1835785,Alan,,Yarra,-37.80283,144.98305,Private room,70,1,260,2020-03-19,2.64,1,357
381690,Renovated Art Deco fully furnished,1914257,Shelly,,Port Phillip,-37.86393,144.99824,Entire home/apt,104,30,37,2020-08-01,0.39,1,365
385782,Dixons Bakery,1930965,David,,Port Phillip,-37.8453,144.9555,Entire home/apt,110,5,16,2018-03-26,0.16,2,0
386252,"Room for rent, townhouse in Kew",381584,F,,Boroondara,-37.80883,145.03969,Shared room,100,30,0,,,1,365
394600,Quiet one-bedroom apartment,485320,Julie,,Moreland,-37.7691,144.95304,Entire home/apt,107,2,230,2020-08-08,2.27,1,356
403876,Luxurious Self Contained Pool House,2014143,Abby,,Stonnington,-37.84167,145.03505,Entire home/apt,110,5,237,2020-07-10,2.47,1,108
405515,Apartment: Big Kitchen 1 Dble bed & 2 bunks & wifi,1214242,Mal,,Moreland,-37.70988,144.95131,Entire home/apt,99,3,5,2018-09-26,0.05,8,282
406997,Spacious Rm for you or couple 2/43,2027601,Bill,,Stonnington,-37.88426,145.06133,Private room,49,14,60,2020-04-30,0.59,10,49
415272,"Great location! Easy access to CBD, Aus. Open.",228082,Mem,,Boroondara,-37.84534,145.05335,Private room,50,2,1,2019-05-11,0.06,1,0
419490,Very Large 2 Bdrm Apt in Melbourne!,2068905,Victoria,,Moonee Valley,-37.78485,144.92751,Entire home/apt,150,7,3,2016-07-30,0.03,1,0
432113,Split Level City Centre Apartment + free parking,2148869,Marian And Alan,,Melbourne,-37.82761,144.96765,Entire home/apt,150,6,108,2020-03-24,1.07,1,316
433779,Room with private courtyard 7,2027601,Bill,,Stonnington,-37.88427,145.06139,Private room,31,14,52,2020-07-17,0.53,10,178
438849,Grand Old Victorian Hawthorn Home,2180044,Ian,,Boroondara,-37.82406,145.05656,Entire home/apt,200,10,4,2017-12-30,0.05,1,0
438899,Uber-Cool Loft-South Melbourne-Wkly&Mthly Pricing,1777499,Richard,,Port Phillip,-37.83359,144.9648,Entire home/apt,225,2,193,2020-05-24,2.01,2,321
448025,Straw and Earth room in Eco home,2225077,Paul,,Moreland,-37.7369,144.93298,Private room,45,1,25,2019-06-08,0.30,5,180
449585,Need Luxury Homebase in Melbourne 1,2232579,Nola,,Boroondara,-37.80491,145.05325,Private room,100,1,29,2018-03-03,0.32,3,354
453940,Corner room - Private & Lovely Balwyn Nth Home,2255480,Jessica,,Boroondara,-37.79559,145.07892,Private room,40,1,2,2019-11-08,0.21,5,0
456950,St Kilda Bay Views,2271938,Harry,,Port Phillip,-37.85397,144.98198,Entire home/apt,291,5,3,2016-02-15,0.04,1,365
464528,BOUTIQUE STAYS – Zinc Views - 501,760849,Boutique Stays Accommodation Group,,Port Phillip,-37.84318,144.94016,Entire home/apt,366,3,4,2019-02-20,0.07,72,337
464612,Point Cook Homestay with Private Bathroom,2309055,Serena And KC,,Wyndham,-37.90042,144.72496,Private room,46,3,62,2020-03-20,0.63,1,1
466494,BOUTIQUE STAYS – Victorian Vogue,760849,Boutique Stays Accommodation Group,,Yarra,-37.81788,145.00865,Entire home/apt,594,3,7,2020-01-27,0.12,72,365
466732,BOUTIQUE STAYS – Lalique,760849,Boutique Stays Accommodation Group,,Port Phillip,-37.88759,144.98651,Entire home/apt,337,3,3,2019-02-05,0.14,72,365
479281,BOUTIQUE STAYS – Brighton Rose,760849,Boutique Stays Accommodation Group,,Bayside,-37.90925,144.98976,Entire home/apt,402,3,4,2020-02-29,0.11,72,365
479333,BOUTIQUE STAYS – Clifton Park,760849,Boutique Stays Accommodation Group,,Yarra,-37.78706,145.00282,Entire home/apt,402,3,13,2020-02-01,0.20,72,365
479472,BOUTIQUE STAYS – Sandyside 2,760849,Boutique Stays Accommodation Group,,Bayside,-37.95301,145.01149,Entire home/apt,366,3,6,2019-12-26,0.09,72,365
479736,Belsize Garden Apartment St Kilda,223256,Barbara,,Port Phillip,-37.86947,144.99643,Entire home/apt,109,1,61,2020-07-26,0.66,1,294
483719,Quiet Studio Next to Train Station,9082,Dennis,,Banyule,-37.74209,145.06541,Private room,60,2,27,2019-12-26,0.28,1,365
488819,Brunswick St at your doorstep,1583912,Dave,,Yarra,-37.80306,144.9767,Entire home/apt,155,4,3,2015-11-15,0.03,1,0
492022,BOUTIQUE STAYS – Sandy Haven A,760849,Boutique Stays Accommodation Group,,Bayside,-37.94771,145.00322,Entire home/apt,402,3,6,2020-01-27,0.25,72,365
492071,BOUTIQUE STAYS – Sandy Haven C,760849,Boutique Stays Accommodation Group,,Bayside,-37.94771,145.00322,Entire home/apt,450,3,8,2019-12-28,0.12,72,365
496502,Budget-friendly double room,2453853,Airdrie,,Moreland,-37.75571,144.97173,Private room,32,2,265,2020-03-20,2.69,1,47
508586,Beautiful Ensuite - convenient & private room,2255480,Jessica,,Boroondara,-37.79363,145.08471,Private room,45,1,9,2020-03-24,0.50,5,365
508590,"Sunlit, Cosy Room in Convenient Location",2255480,Jessica,,Boroondara,-37.794,145.0835,Private room,40,1,4,2020-01-31,0.13,5,365
508594,"Large room - Convenient, Private & Cosy location",2255480,Jessica,,Boroondara,-37.79546,145.08345,Private room,40,1,6,2020-04-06,0.24,5,364
509326,home away from home,2509807,Rob,,Whittlesea,-37.68273,145.02837,Private room,114,1,0,,,1,365
510540,Chapel St Pad-St Kilda,2141875,Adam,,Port Phillip,-37.86513,144.98991,Entire home/apt,98,1,65,2018-02-23,0.69,1,365
513766,Guest room in a big house,2531069,Sanjeev,,Casey,-38.06865,145.33427,Private room,70,1,0,,,1,365
519819,Funky Paris end of Collins Street apartment,2558288,Alan,,Melbourne,-37.81456,144.974,Entire home/apt,174,3,38,2020-01-27,0.40,3,364
524570,Private room with en-suite shower  and toilet,2579341,Theresa,,Yarra Ranges,-37.65517,145.37551,Private room,80,1,158,2020-07-05,1.71,1,225
529300,St Kilda 1 Bedroom Apartment,2600707,Alan,,Port Phillip,-37.8631,144.98392,Entire home/apt,75,1,10,2020-03-16,0.12,3,231
529321,St Kilda Studio in Redan St,2600707,Alan,,Port Phillip,-37.85957,144.98918,Entire home/apt,62,1,6,2015-12-07,0.06,3,365
529339,Luxury Penthouse Near StKilda & CBD,2600707,Alan,,Port Phillip,-37.847,144.96214,Private room,180,3,6,2015-03-17,0.06,3,365
529347,Bohemian Luxury Experience - Daydreamers Paradise,2601127,Alyce,,Port Phillip,-37.87548,144.97782,Entire home/apt,135,2,94,2018-03-10,1.44,1,181
531324,Home away from home 欢迎回家,2581091,Marta,,Darebin,-37.72954,145.02915,Private room,61,1,22,2020-03-14,0.64,1,181
532347,B&B Guest House with Pool Room 1,2616259,Peter,,Glen Eira,-37.89248,145.07546,Private room,72,2,29,2020-02-14,0.32,4,364
533997,ST KILDA ROOM 4TH LEVEL CITY VIEWS,2624960,Karen,,Stonnington,-37.85534,144.98841,Private room,90,1,31,2016-06-12,0.34,7,364
534083,///NEW YORK LIVING..IN ST KILDA STUDIO,2624960,Karen,,Port Phillip,-37.85752,144.98589,Entire home/apt,99,1,178,2020-07-29,1.89,7,54
535813,Smart Artz Gallery - Venue Hire,2633177,Sharon,,Melbourne,-37.81408,144.96933,Private room,1650,1,0,,,2,365
546849,Private Room with Courtyard 5/45,2027601,Bill,,Stonnington,-37.88428,145.06139,Private room,36,10,32,2020-06-30,0.33,10,174
554087,"Fabulous house, fabulous ST KILDA",2707723,Marjolein,,Port Phillip,-37.85742,144.97478,Private room,153,2,25,2019-02-17,0.25,1,178
557900,Look out over the CBD from a Boutique Flat,1700056,Rodger,,Melbourne,-37.81752,144.96523,Entire home/apt,204,3,138,2020-01-26,1.42,4,299
565813,Bright & spacious home stay,2002047,Ely,,Port Phillip,-37.86409,145.00235,Private room,100,4,19,2019-02-18,0.22,1,363
567941,"Elegant Victorian, Spacious Room",2794092,Jocelyn,,Yarra,-37.80201,144.98757,Private room,75,1,53,2019-03-16,0.56,1,364
571502,Simple but clean and secure room in Carlton!,2812963,Medley,,Melbourne,-37.80686,144.96671,Private room,80,3,15,2019-02-14,0.18,5,0
591772,HEART of CBD - Location with Quality,2921365,Vivian,,Melbourne,-37.81233,144.96304,Private room,64,2,175,2020-07-17,1.90,1,181
592162,Right in the heart of the City!,2922619,Dean,,Melbourne,-37.81689,144.95372,Entire home/apt,120,6,53,2020-03-15,0.55,1,11
603007,Spacious apartment near Botanic Gardens,2705870,Lindsay,,Melbourne,-37.82971,144.98724,Private room,59,1,21,2020-06-25,1.09,1,0
607674,Edna Walling Cottage (Heritage-listed),2558288,Alan,,Yarra Ranges,-37.88388,145.36184,Entire home/apt,191,2,9,2020-07-09,0.11,3,365
609602,Spacious rm for you or couple 3/43,2027601,Bill,,Stonnington,-37.88427,145.06133,Private room,49,14,35,2020-06-09,0.38,10,101
621155,Picture Perfect Oasis Richmond,355966,Jas,,Yarra,-37.82148,144.99429,Entire home/apt,105,14,1,2013-09-16,0.01,3,0
624205,2 Bedroom Apartment MT267,569413,Dina,,Melbourne,-37.8233,144.96303,Entire home/apt,193,3,21,2019-01-24,0.21,24,180
628156,"QS bed & PRIVATE bathroom, Gr8 WiFi, TV & Netflix",3119669,James,,Port Phillip,-37.84158,144.93794,Private room,75,3,118,2020-02-05,1.22,2,179
628370,Close to Beach and City - Sleeps 4,2150180,Janine,,Port Phillip,-37.84188,144.94253,Entire home/apt,120,20,22,2019-10-12,0.23,2,274
630189,Warehouse Apartment in heart of Richmond!,3132583,Alistair,,Yarra,-37.82072,145.00029,Entire home/apt,110,3,2,2019-09-15,0.16,1,10
633258,Hip sun drenched Windsor apartment,440653,Rob,,Stonnington,-37.85513,144.99451,Entire home/apt,74,2,17,2018-06-28,0.17,1,0
639260,Fitzroy pad with secure Parking,172878,Christopher,,Yarra,-37.80055,144.9765,Entire home/apt,94,1,123,2020-02-20,1.29,1,0
641180,Cosy Inner City Studio Apartmnt. Spacious. Quiet.,3079228,Anthony,,Moreland,-37.77593,144.96928,Entire home/apt,72,3,311,2020-07-19,3.30,1,280
648169,Artist Warehouse Apartment Fitzroy,3251357,Ryan,,Yarra,-37.79703,144.98311,Private room,90,3,132,2018-05-10,1.36,1,365
653384,Need luxury homebase in Melbourne 2,2232579,Nola,,Boroondara,-37.80315,145.05297,Private room,100,1,13,2018-03-25,0.19,3,355
653386,Need Luxury Homebase in Melbourne 3,2232579,Nola,,Boroondara,-37.80319,145.05208,Private room,100,1,10,2018-02-20,0.14,3,354
656235,"Private, self contained apartment.",3304934,John,,Monash,-37.89516,145.08124,Entire home/apt,129,5,31,2019-10-08,0.33,1,87
657209,** Cute Studio on Chapel St**best location+netflix,721348,Living Like Locals,,Port Phillip,-37.86177,144.992,Entire home/apt,85,3,104,2020-03-22,1.12,1,354
662482,Large Victorian Style Building 2,569413,Dina,,Port Phillip,-37.83575,144.96477,Private room,729,2,28,2020-01-28,0.29,24,365
662489,Triple Guest Room Ensuited,569413,Dina,,Port Phillip,-37.83611,144.9645,Hotel room,80,1,20,2020-03-08,0.23,24,89
668738,Stylish Modern Apt_St Kilda Beach,3384635,Susan,,Port Phillip,-37.85946,144.97905,Entire home/apt,120,7,11,2015-09-09,0.12,1,364
671981,Sofabed in Yarraville - nice sub,3395313,Tyler,,Maribyrnong,-37.81555,144.88717,Shared room,100,1,0,,,1,365
690762,Room To Let Next to Chilsom Tafe,3529788,Thomas,,Greater Dandenong,-37.97413,145.21955,Private room,80,1,1,2014-03-01,0.01,1,0
691140,B&B Guest House with Pool Room 2,2616259,Peter,,Glen Eira,-37.89239,145.07495,Private room,68,2,26,2020-03-14,0.33,4,364
691144,B&B Guest House with Pool Room 3,2616259,Peter,,Glen Eira,-37.89276,145.07586,Private room,68,2,20,2019-12-18,0.21,4,365
692656,B&B Guest House with Pool Room 4,2616259,Peter,,Glen Eira,-37.89133,145.07689,Private room,62,2,31,2019-06-26,0.38,4,179
712261,Charming 1930s Flat East St Kilda,738640,Chelle,,Port Phillip,-37.86827,144.99647,Entire home/apt,75,4,21,2019-02-27,0.22,1,57
718553,"BEAUTIFUL AREA, SO CLOSE TO CBD!!",3681786,Abbie,,Moonee Valley,-37.77023,144.92506,Entire home/apt,50,1,14,2016-05-13,0.15,1,244
739896,3 Level Apartment with Rooftop!,3871035,Phil,,Moreland,-37.77156,144.97461,Entire home/apt,300,2,3,2014-01-03,0.03,1,0
754134,‘COOL’ Apartment Awesome Location Melbourne CBD,3570625,Kim,,Melbourne,-37.8167,144.96608,Entire home/apt,167,4,85,2020-01-30,0.92,2,181
762496,Old distillery quiet and central,2022963,Paul & Mercedes,,Yarra,-37.80647,144.98786,Private room,95,2,235,2019-02-01,2.55,1,0
762695,Richmond CENTRAL LOFT STYLE 1BR+PARKING+WIFI+AC,50121,The A2C Team,,Yarra,-37.81552,145.00116,Entire home/apt,99,3,78,2020-03-07,1.01,10,0
768096,Immaculate  and Spacious Apartment,3506639,David,,Melbourne,-37.83398,144.98372,Entire home/apt,135,20,86,2019-12-14,0.91,2,169
771720,Spacious rm for you or couple 2/45,2027601,Bill,,Glen Eira,-37.88538,145.06169,Private room,31,14,29,2020-04-19,0.32,10,365
780196,Snug Seaside Cottage Vic. Aust.,117431,Lorraine,,Hobsons Bay,-37.87135,144.81258,Private room,45,2,116,2020-03-28,2.30,2,268
780441,Prized Parkside Modern City Studio::Suit Long Stay,3377890,Bernadette,,Melbourne,-37.80537,144.96948,Entire home/apt,83,21,63,2020-04-30,0.68,2,229
784043,4 Bedroom Melbourne Urban Retreat,4133993,Kim,,Banyule,-37.73071,145.08995,Entire home/apt,500,5,1,2018-05-05,0.04,4,0
785116,Beach Shack..minutes to the beach..,3579354,Kelly,,Kingston,-38.02886,145.10602,Private room,150,1,0,,,1,365
788420,Room 101S in the heart of Melbourne,569413,Dina,,Melbourne,-37.82542,144.96134,Private room,86,7,10,2020-06-09,0.15,24,91
792570,Spacious Double-Storey Apartment,690940,Gerard,,Yarra,-37.80792,144.98275,Entire home/apt,150,3,6,2017-01-19,0.07,1,0
806245,Huge bright townhouse with terrace,2792025,Jo,,Maribyrnong,-37.8027,144.89799,Entire home/apt,145,2,249,2020-07-27,2.65,1,254
817054,SouthYarra Designers Delight (2br),3721646,Jen & Alex,,Stonnington,-37.83649,144.99393,Entire home/apt,115,14,34,2017-10-28,0.36,41,365
817310,Large Lovely Townhouse with Private Bathroom,4307780,Marta,,Port Phillip,-37.87617,144.98561,Private room,67,3,17,2020-03-06,0.18,1,89
827095,Apartment - Heart of Melbourne,4338127,Richard,,Melbourne,-37.82655,144.96684,Entire home/apt,109,2,290,2020-06-10,3.12,1,365
828906,Family Friendly Share Home,4344982,Dimitrios & Eva,,Stonnington,-37.88161,145.08082,Private room,60,21,0,,,2,365
835730,Lovely pad in funky Brunswick,971810,Sarah & Mike,,Moreland,-37.75707,144.97,Entire home/apt,119,4,198,2020-07-19,2.13,1,152
847063,Cosy 2 bedroom home!,2591026,Melissa And Fabrizio,,Darebin,-37.77813,145.02092,Entire home/apt,371,3,10,2017-07-10,0.11,3,173
848793,Farm Stay - Selby- Dandenong Ranges- Cabin 1,3160757,Yvette,,Yarra Ranges,-37.91239,145.38419,Entire home/apt,64,7,11,2020-07-12,0.22,2,294
849118,3 bedroom Apartment MT101,569413,Dina,,Melbourne,-37.82461,144.96122,Entire home/apt,361,1,29,2019-12-26,0.31,24,364
853643,The Gardener's Cottage,4257468,Carolyn,,Yarra,-37.82742,145.0054,Entire home/apt,250,10,52,2020-01-02,0.67,1,91
856573,Position Perfect - The Dome,913736,Danielle & Ruth,,Moreland,-37.76599,144.96996,Entire home/apt,181,3,18,2019-08-18,0.21,1,79
