id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16192802,B&B - Garden Cottage,38337160,Annie Roe'S,,Yarra Ranges,-37.85187,145.36323,Private room,140,2,16,2019-04-22,0.36,3,1
16193051,Twin Creek Cottage - a forest-lover's paradise.,2317932,Marina,,Yarra Ranges,-37.75997,145.68267,Entire home/apt,214,2,133,2020-06-30,2.97,1,317
16193210,B&B - Penthouse Apartment,38337160,Annie Roe'S,,Yarra Ranges,-37.85043,145.3621,Private room,165,2,13,2018-11-04,0.31,3,0
16193333,B&B - City View Cottage,38337160,Annie Roe'S,,Yarra Ranges,-37.85162,145.36353,Entire home/apt,220,2,83,2020-02-09,1.87,3,1
16195891,Elwood Glasshouse Luxury 2 Bedroom Apartment,52908826,Lyndell,,Port Phillip,-37.88393,144.98503,Entire home/apt,300,3,13,2020-02-25,0.35,1,205
16197535,Apartment close to Chapel St,105784638,Martina,,Stonnington,-37.85511,144.99874,Entire home/apt,85,2,5,2017-05-28,0.11,1,0
16198236,private chic single room in Brunswick,105788758,Pinjing,,Melbourne,-37.77775,144.95735,Private room,50,1,0,,,1,0
16198676,"Style, Space and Comfort",105792830,Ivy,,Whitehorse,-37.80273,145.12366,Entire home/apt,176,1,9,2019-04-01,0.20,1,49
16204217,Light+spacious: ideal location,16595863,Bernard + Emma,,Melbourne,-37.81569,144.97266,Entire home/apt,160,2,84,2019-11-30,1.90,1,90
16206220,"Brunswick/ Parkville Home, Universities/ Hospitals",23274288,Carmen,,Moreland,-37.77588,144.95649,Private room,77,20,26,2020-03-23,0.61,1,362
16207433,Private room in Docklands,105860063,Jin Ah,,Melbourne,-37.8176,144.94653,Private room,58,1,0,,,1,0
16207645,Kay's House,34415746,Kay,,Maroondah,-37.83624,145.21366,Private room,70,1,39,2020-02-29,0.88,1,180
16207868,Isla: Your Spacious Home in Melbournes Heart!,9510598,Daniela And Taj,,Melbourne,-37.81643,144.96298,Entire home/apt,110,1,141,2020-04-04,3.13,21,360
16208308,"""St Andrews"" Furnished 1 Bed Apt 601",74066800,Nicky,,Melbourne,-37.8112,144.97784,Entire home/apt,96,90,4,2020-01-06,0.36,51,0
16208472,梦之家园,81743692,Zhang,,Manningham,-37.78253,145.14018,Private room,70,1,1,2018-04-22,0.04,3,180
16209471,Art Deco Treasure Parkville.,2269642,Catherine,,Melbourne,-37.78624,144.94139,Entire home/apt,140,2,29,2018-01-27,0.67,1,0
16209937,Cozy apartment with central location and amenities,18531820,Denis,,Melbourne,-37.82985,144.96877,Entire home/apt,120,3,1,2017-03-14,0.02,2,0
16210161,Beech Suite - Rocky Creek Art Garden B&B,105092248,Earthstone,,Yarra Ranges,-37.86304,145.3661,Private room,309,2,12,2020-06-23,0.28,3,361
16210877,Simple 2BR Stay Near Queen Vic Market + Free WiFi,22860147,Adji,,Melbourne,-37.80986,144.95707,Entire home/apt,157,3,22,2018-12-13,0.50,75,0
16211080,Melbourne-style Living in 2BR Apt Near Vic Mart,22860147,Adji,,Melbourne,-37.80848,144.9575,Entire home/apt,140,3,37,2019-06-24,0.85,75,0
16211754,Birch Suite - Rocky Creek Art Garden B&B,105092248,Earthstone,,Yarra Ranges,-37.86257,145.36637,Private room,289,2,6,2020-06-08,0.15,3,363
16211867,Magonlia Retreat - Rocky Creek Art Garden B&B,105092248,Earthstone,,Yarra Ranges,-37.86449,145.36608,Hotel room,289,2,0,,,3,363
16216644,Village Manse - Yarraville's Hidden Secret,48542133,Paul,,Maribyrnong,-37.81412,144.87608,Entire home/apt,89,2,129,2020-03-20,2.94,1,27
16218704,"""St Andrews"" Furnished 1 Bed Apt 603",74066800,Nicky,,Melbourne,-37.81295,144.97658,Entire home/apt,99,7,4,2019-01-27,0.09,51,0
16218746,Beautiful terrace with courtyard in ideal location,654602,Luisa & Adena,,Darebin,-37.77932,144.99516,Entire home/apt,150,7,5,2019-12-29,0.11,1,0
16219938,"""St Andrews"" Furnished 2 Bed Apt",74066800,Nicky,,Melbourne,-37.8112,144.97591,Entire home/apt,125,7,2,2020-01-03,0.15,51,0
16220866,Home Away from home with Views incl Parking,41766844,Lyn,,Melbourne,-37.81373,144.94128,Entire home/apt,110,2,34,2020-05-15,0.83,10,363
16220977,"""St Andrews"" Furnished 2 Bed Apt - CITY VIEWS",74066800,Nicky,,Melbourne,-37.81149,144.97581,Entire home/apt,132,90,1,2020-03-17,0.19,51,0
16221071,"""St Andrews"" Furnished Studio Apartment Apt 702",74066800,Nicky,,Melbourne,-37.81183,144.97672,Entire home/apt,94,90,2,2019-08-23,0.05,51,0
16221167,"""St Andrews"" Furnished Studio Apt 705",74066800,Nicky,,Melbourne,-37.81108,144.97648,Entire home/apt,89,7,2,2017-02-24,0.05,51,0
16221245,"""St Andrews"" Furnished Studio Apt 710 - CITY VIEWS",74066800,Nicky,,Melbourne,-37.81119,144.97629,Entire home/apt,95,7,3,2019-01-25,0.07,51,0
16221335,The Real Melbourne,52895554,Jarrad,,Yarra,-37.81032,145.00871,Private room,60,3,0,,,1,0
16223190,Nice Cosy and Quiet Room in Kew East,91774316,Ye,,Boroondara,-37.79636,145.04099,Private room,49,1,38,2020-03-28,0.86,1,79
16223333,Ancora: Large Home Away From Home,28197687,Pat,,Stonnington,-37.84172,144.99323,Entire home/apt,343,7,13,2020-03-16,0.30,2,221
16223573,Spacious City Apartment with breathtaking views,8439960,Simon,,Melbourne,-37.82571,144.96244,Entire home/apt,350,2,12,2018-01-17,0.27,1,0
16224265,暇意生活别墅（双房）,101452046,Cici,,Kingston,-38.06891,145.13622,Private room,120,1,11,2019-12-31,0.26,2,91
16225905,Large Quiet Dog Friendly Home - Front Room,24853095,Felicity,,Moreland,-37.77812,144.96751,Private room,41,4,5,2017-08-19,0.11,2,0
16230639,"Big room with ensuite, 5 min- city Trendy Fitzroy",106070450,Ashley,,Yarra,-37.78621,144.97754,Private room,85,2,0,,,1,0
16231124,Bright apartment nestled between nature & the city,23597901,Scarlett,,Yarra,-37.80218,145.00006,Entire home/apt,100,2,9,2018-07-23,0.20,1,0
16231824,"Bricks Modernist House, Yarraville",3846223,Karena,,Maribyrnong,-37.8206,144.88733,Entire home/apt,121,4,99,2020-07-28,2.21,1,163
16232509,Comfort in happening North Fitzroy!,36661099,Gaby,,Yarra,-37.77567,144.97935,Private room,55,4,8,2020-02-11,0.18,1,0
16232549,Bali Style Terrace House in Fitzroy.,12136651,Angus,,Yarra,-37.80247,144.98131,Entire home/apt,238,4,8,2018-01-05,0.18,1,152
16232851,Beautiful House & Cheap Price in Best Location *_*,41126506,JoJo,,Monash,-37.8928,145.16411,Private room,550,1,19,2019-03-17,0.44,1,365
16233166,Perfectly positioned exposed red brick apartment,3766628,Jodie And Tim,,Port Phillip,-37.87143,144.98068,Entire home/apt,152,2,186,2020-04-04,4.34,1,0
16233212,Standard One Bedroom Apartment in city,80621455,UWS Short Stay (Bill),,Melbourne,-37.81599,144.95323,Entire home/apt,60,3,98,2020-07-21,2.22,20,37
16233947,Clifton Hill house with pool,33071051,Paul,,Yarra,-37.7866,145.00002,Entire home/apt,275,7,3,2017-01-27,0.07,2,363
16234059,Bright and spacious 1 BR Apt on Richmond Hill,5742758,James,,Yarra,-37.82167,144.99641,Entire home/apt,120,1,3,2017-01-29,0.07,1,0
16234569,Two Bedrooms One Private Bathroom BY Urban Modern,105051992,Urban Modern Apartments,,Melbourne,-37.81847,144.95548,Entire home/apt,140,2,86,2020-02-23,1.98,5,6
16237224,LeNoir on Bourke in Melbourne CBD,8530753,Jared SSP,,Melbourne,-37.81274,144.96913,Entire home/apt,52,1,194,2020-08-03,4.41,20,219
16243328,Domi Rentals - The Cantala Apartment,45356831,Domi,,Glen Eira,-37.863,145.01454,Entire home/apt,59,14,36,2020-07-30,0.81,63,341
16243408,Huge lovely double room with Park Views,6690888,Yask,,Boroondara,-37.79852,145.06397,Private room,60,2,85,2020-03-09,1.89,2,90
16244711,CBD Two Bed with Pool and Gym,94873367,Albright,,Melbourne,-37.81095,144.95081,Entire home/apt,156,2,1,2017-01-01,0.02,2,358
16246857,Classy 3bed/2bth. Unbeatable value! Popular area!,39284596,Erynn,,Darebin,-37.76923,144.99833,Entire home/apt,198,2,126,2020-06-22,2.92,2,309
16247337,2 storey spacious townhouse w/ superfast internet,37176626,Takaya,,Moreland,-37.77422,144.9714,Entire home/apt,102,6,1,2016-12-29,0.02,1,0
16247529,Modern 1 bedroom apartment,3556430,Catherine,,Stonnington,-37.85084,144.99594,Entire home/apt,130,3,0,,,1,0
16248063,Villa in ideal Mentone location - 2 Bath+WIFI,106232754,Freya,,Kingston,-37.98039,145.06117,Entire home/apt,165,2,57,2020-03-08,1.29,1,298
16255992,Granny  flat,106295554,Graham,,Whitehorse,-37.85252,145.13599,Private room,75,3,0,,,1,0
16257493,"Brilliant Location, Feel at Home Stay",106307254,Mirella,,Melbourne,-37.82479,144.96658,Entire home/apt,150,2,2,2017-01-21,0.05,1,0
16257951,Nice Double Room in the CBD,33847256,Melanie,,Melbourne,-37.80912,144.95781,Private room,69,2,6,2017-01-22,0.13,1,0
16259527,Cosy room in bustling Brunswick,5841885,Naomi,,Moreland,-37.759,144.95527,Private room,39,3,2,2017-12-28,0.05,1,0
16260007,A happy place with great hosts,96127123,Andy,,Darebin,-37.69923,145.00965,Private room,48,1,3,2017-10-13,0.07,1,132
16260817,MihO on Bourke in Melbourne CBD,8530753,Jared SSP,,Melbourne,-37.81274,144.96913,Entire home/apt,53,1,199,2020-06-27,4.57,20,241
16262619,Modern Melbourne Apartment with Pool and Gym,106348565,Clement,,Melbourne,-37.81398,144.95326,Entire home/apt,140,2,1,2016-12-10,0.02,1,0
16263498,Best in Wyndham/21km from Melb CBD,106352803,Novine,,Wyndham,-37.90135,144.75047,Private room,78,2,20,2018-11-23,0.45,2,180
16263703,Away with the Birds Retreat.,48895461,Jena,,Yarra Ranges,-37.75868,145.69828,Entire home/apt,98,1,116,2020-07-01,2.72,1,303
16264129,"Resort style living in Hampton, Bayside",36487857,Katie,,Bayside,-37.93604,145.01353,Entire home/apt,900,7,12,2020-01-01,0.27,1,284
16264286,"Opp Kings Domain, Walk to CBD & Bot Gardens",106359485,Denni,,Melbourne,-37.82997,144.97143,Entire home/apt,175,7,11,2018-03-25,0.25,1,177
16264303,"St Kilda beach - newly renovated, art deco, 2 bed",40876189,Patricia,,Port Phillip,-37.87239,144.98038,Entire home/apt,150,2,1,2016-12-29,0.02,1,0
16265452,Stroll to City Sights from a Central Sanctuary,81575248,Peter,,Melbourne,-37.82674,144.96875,Entire home/apt,294,2,130,2020-03-18,2.93,2,359
16272413,2 bed ground floor apartment with deck and garden,9589641,Elizabeth,,Port Phillip,-37.8746,144.98076,Entire home/apt,87,2,56,2020-07-15,1.27,1,124
16273710,Liv -- Your Contemporary Mid-Century Modern Nook!,9510598,Daniela And Taj,,Melbourne,-37.82113,144.95809,Entire home/apt,110,1,104,2020-05-25,2.35,21,339
16274150,Leia: 2BD Melbourne home with NETFLIX SPA and Pool,9510598,Daniela And Taj,,Melbourne,-37.82162,144.95753,Entire home/apt,110,1,101,2020-01-07,2.27,21,365
16274470,Rustic oasis in the city,34849737,Gillian,,Moreland,-37.72748,144.92416,Entire home/apt,80,2,0,,,1,0
16274530,"Lola: 2 Bedroom Home With Spa, Pool and NETFLIX!!",9510598,Daniela And Taj,,Melbourne,-37.82101,144.95609,Entire home/apt,110,1,106,2020-03-28,2.39,21,330
16275175,Comfy and convenient room in friendly sharehouse,106445909,Daniel,,Glen Eira,-37.88154,145.00321,Private room,28,7,2,2018-07-06,0.07,1,0
16276029,Charming Garden Town House - Heart of Brunswick,7392630,Susan,,Moreland,-37.77527,144.95131,Entire home/apt,123,5,6,2017-09-25,0.14,2,293
16276313,LOLA: 3 Levels | Large Home Office | Ultra Clean,35370298,Shannon,,Yarra,-37.802,144.98485,Entire home/apt,200,3,144,2020-04-03,3.64,24,328
16276895,Fitzroy Bed and Breakfast,13720381,Sal,,Yarra,-37.78998,144.97668,Private room,100,1,48,2020-03-08,1.35,1,310
16278317,"Robe st, entire apartment, sleeps 4.",19938454,Linda,,Port Phillip,-37.86554,144.9785,Entire home/apt,110,2,52,2020-06-27,1.18,1,91
16279912,style 2br 5 mins walk to Mel central free parking,37117603,Jackie,,Melbourne,-37.80837,144.9668,Entire home/apt,64,1,200,2020-04-29,4.44,2,260
16290238,Creative Victorian front room overlooking garden,106567420,Chris,,Port Phillip,-37.8358,144.95056,Private room,88,2,23,2020-03-17,0.51,1,90
16292923,★STYLISH SOUTHBANK RETREAT★ Pool | Tennis | Patio,7509953,Beyond A Room,,Melbourne,-37.82517,144.96712,Entire home/apt,88,1,51,2020-03-15,1.14,67,356
16301047,Sunny perch on the border of St Kilda/Elwood,42433403,Sarah,,Port Phillip,-37.87228,144.98535,Entire home/apt,141,2,4,2017-10-01,0.09,1,0
16303299,La Trobe Home,9881238,Simeon,,Banyule,-37.73807,145.04014,Entire home/apt,320,2,0,,,2,0
16304122,Sunny Northcote Room,106680535,Kate,,Darebin,-37.7718,145.01587,Private room,45,4,18,2018-09-05,0.40,3,142
16304822,Modern Apartment with Panoramic Bay and Albert Park Views,1739996,Paul,,Port Phillip,-37.84068,144.97668,Entire home/apt,83,1,133,2020-05-02,2.97,73,293
16313805,"A large, bright room in a cosy and happy home",36267566,Amanda,,Moreland,-37.76073,144.96508,Private room,70,1,45,2019-07-18,1.01,4,364
16314367,★Jungle Loft Warehouse★- 50% off for the month!,13688719,Linda,,Yarra,-37.80107,144.9948,Entire home/apt,200,2,45,2020-08-20,1.03,1,163
16314452,Boutique Beauty - One of a kind! St kilda's BEST!,10065714,Ben,,Port Phillip,-37.86572,144.99625,Entire home/apt,129,3,45,2018-07-03,1.01,1,0
16315464,Contemporary Guest Suite in Richmond,102339552,Kris,,Yarra,-37.82638,144.99475,Entire home/apt,99,3,214,2020-06-28,4.78,1,11
16315720,"Gorgeous, comfortable, amazing location.",6763885,Mark,,Darebin,-37.75662,145.00529,Entire home/apt,59,9,3,2020-01-08,0.07,1,0
16316508,Melbourne Airport Accomodation (2 Single beds),16475607,Joe,,Moonee Valley,-37.7418,144.85208,Private room,59,1,42,2018-03-18,0.94,2,364
16318530,Room with a sea view,13845874,Anne Deen,,Bayside,-37.90175,144.98441,Private room,235,7,1,2017-01-03,0.02,1,0
16324558,A cozy home close to Sydney Rd!!!,76293224,Anna,,Moreland,-37.76337,144.97277,Entire home/apt,110,1,57,2019-12-02,1.30,1,1
16325144,Spacious loft apartment in trendy location,8274719,Cara,,Stonnington,-37.84759,144.99449,Entire home/apt,150,5,25,2019-03-19,0.57,1,179
16325512,The Garden Studio - stylish convenient oasis,937516,Christine,,Port Phillip,-37.83726,144.95085,Entire home/apt,100,2,132,2020-03-16,2.97,1,178
16328112,Cottage on Griffiths. Upwey 3158,54277540,Sharon,,Yarra Ranges,-37.91211,145.32558,Entire home/apt,90,1,37,2019-03-24,0.83,1,83
16329324,Cute & Cozy Modern 1 bedroom apartment in St Kilda,349061,Andrea,,Port Phillip,-37.8618,144.97833,Entire home/apt,101,60,53,2020-03-19,1.20,1,181
16336840,The Loft,24396301,Prue,,Cardinia,-37.91708,145.51271,Entire home/apt,153,2,36,2020-06-08,0.83,2,349
16336872,Welcome to Roseblade Estate.,56787006,Barb,,Frankston,-38.17721,145.11598,Entire home/apt,125,3,64,2020-04-01,1.44,1,281
16338517,BOUTIQUE STAYS – Seventh Street,760849,Boutique Stays Accommodation Group,,Kingston,-37.98902,145.07646,Entire home/apt,366,3,4,2019-12-09,0.18,72,365
16338974,"Spacious, secluded Montmorency apartment",36901243,Wendy,,Banyule,-37.71819,145.13427,Entire home/apt,89,2,67,2020-08-01,1.53,1,89
16339149,★COUPLE'S CBD STUDIO★ Best Location MCG & Tennis,7509953,Beyond A Room,,Melbourne,-37.81458,144.98848,Entire home/apt,65,1,32,2020-04-18,0.77,67,326
16339450,Pure Gold in Clifton Hill,106975313,Marion,,Yarra,-37.79202,144.98964,Entire home/apt,190,2,96,2020-08-08,2.32,1,300
16340342,★SWANSTON | LA TROBE | RMIT★ Stylish & Modern 1BD,7509953,Beyond A Room,,Melbourne,-37.81,144.96329,Entire home/apt,65,1,44,2020-07-20,0.99,67,364
16340869,StKilda Rd Getaway Apartment,106583052,Kim,,Port Phillip,-37.8342,144.97354,Entire home/apt,129,2,15,2019-11-26,0.34,1,363
16350718,PENTHOUSE APARTMENT - PARIS END OF COLLINS ST,73668264,Catherine,,Melbourne,-37.81654,144.96663,Entire home/apt,250,3,0,,,1,89
16351482,Art house by the bay,106883994,Andrew,,Hobsons Bay,-37.85389,144.87366,Entire home/apt,206,2,61,2020-06-08,1.40,1,345
16355485,Melbourne Oasis on Southbank,101655252,Klara,,Melbourne,-37.82428,144.96732,Private room,70,2,50,2020-03-15,1.13,3,365
16358614,Big room in spacious Brunswick house,11584610,Huw & Waitohi,,Moreland,-37.77474,144.96985,Private room,80,7,2,2017-03-09,0.05,1,87
16359110,VERVE APARTMENT SHORT TERM ACCOMDATION,107127376,Jesse,,Melbourne,-37.80644,144.96204,Private room,9000,30,0,,,1,365
16366008,"Chic, Nth Melbourne Apt (with parking)",9861209,Martina & Mick,,Melbourne,-37.80294,144.95479,Entire home/apt,128,5,22,2018-06-20,0.53,4,87
16367497,"Cute Apartment with parking, Location, Style",107191075,Carmel,,Port Phillip,-37.83406,144.97131,Entire home/apt,145,5,48,2020-03-16,1.09,1,269
16368490,Currawong House,107200706,Michaela,,Yarra Ranges,-37.65678,145.52564,Entire home/apt,200,2,69,2020-03-23,1.64,1,140
16369125,Cosy Nest in Elizabeth Near Flinders St Station.,38299309,Hanh,,Melbourne,-37.81568,144.96349,Entire home/apt,101,1,167,2020-02-15,3.87,3,49
16369594,Perfect Elwood getaway,95038669,Sheradyn,,Port Phillip,-37.88047,144.98709,Entire home/apt,195,7,31,2020-03-13,0.71,1,333
16371510,"Luxury Living with Pool, Gym & Fast WIFI -25% OFF",192794690,Kevin,,Melbourne,-37.80948,144.95966,Entire home/apt,128,1,108,2020-06-08,2.43,8,358
16381217,"Roof top pool Apartment with Free Wifi, 房东说汉语, 粤话",46422496,Wei Na,,Melbourne,-37.81202,144.96828,Entire home/apt,89,7,200,2020-03-12,4.49,2,160
16381823,Modern Designer Apartment with Panoramic Harbour Views,78404693,Henfry,,Melbourne,-37.81537,144.94042,Entire home/apt,113,1,298,2020-03-22,6.80,2,315
16382117,Private room in Brunswick,31116759,Nadun,,Moreland,-37.76555,144.95118,Private room,120,1,2,2018-03-13,0.07,1,88
16385501,Master room cozy tidy convenient,71771894,Gilda,,Monash,-37.91647,145.13435,Private room,35,1,0,,,1,362
16386806,Courtyard Cottage of Healesville,107341806,Chris,,Yarra Ranges,-37.64871,145.52361,Entire home/apt,286,2,92,2020-07-05,2.10,1,243
16394007,Sleek Apartment Close to Federation Square,107393715,Michael And Jenny,,Melbourne,-37.81536,144.9721,Entire home/apt,198,2,209,2020-06-07,4.76,1,343
16394433,Stylish Riverside​ Apartment near Victoria​ Park,10477939,James,,Yarra,-37.79881,145.00041,Entire home/apt,130,2,143,2020-03-16,3.27,1,141
16396968,A Beautiful space prepared for You,193031,Vicki,,Frankston,-38.14918,145.14174,Private room,49,3,30,2020-07-31,0.74,6,181
16398645,★LUXURY City Views★ 2BD | Pool | Park | Balcony,7509953,Beyond A Room,,Melbourne,-37.81988,144.94332,Entire home/apt,100,1,58,2020-02-02,1.32,67,142
16398747,Modern apartment in the heart of St Kilda,95613092,Jacky,,Port Phillip,-37.85809,144.98018,Entire home/apt,220,3,49,2020-06-16,1.23,1,120
16398892,Entire Family home in best location- close to CBD,10340801,Beth,,Maribyrnong,-37.79638,144.86944,Entire home/apt,200,6,6,2019-02-08,0.13,1,89
16398901,"Chic, Modern & Stylish.Stunning Views,Free Parking",107433492,Nick,,Melbourne,-37.82062,144.94043,Entire home/apt,94,2,128,2020-07-23,2.91,1,116
16399524,The Cyclist's Studio,2246291,,,Melbourne,-37.81552,144.98921,Entire home/apt,110,7,125,2020-05-08,2.80,1,122
16399867,4 bedrooms for up to 14 people modern family house,107285752,May,,Greater Dandenong,-37.99614,145.15042,Private room,60,3,4,2020-01-22,0.09,4,365
16400728,CBD 2BR MelbCentral QV*Chinatown*WIFI*Free Tram,107243011,M L,,Melbourne,-37.80931,144.95974,Entire home/apt,116,1,113,2020-06-21,2.54,3,131
16406239,ADA Homestay,107487271,Selina,,Manningham,-37.7914,145.12177,Private room,45,2,10,2019-09-06,0.34,9,365
16417890,St. Kilda Spacious 1 bedroom serviced apartment,48440169,Eva,,Port Phillip,-37.86862,144.98231,Entire home/apt,116,2,41,2020-06-04,0.93,4,365
16419531,Best West of Melbourne Whole house,1533260,Ryan,,Brimbank,-37.78419,144.75644,Entire home/apt,300,1,0,,,10,201
16424239,A private room in an Apt w. pano view of Melbourne,107667182,Tracy,,Stonnington,-37.83701,144.99294,Private room,50,3,3,2020-03-25,0.41,1,363
16426769,"Great location, Comfortable Apartment",23234690,Lukas,,Port Phillip,-37.85918,144.99064,Entire home/apt,47,3,15,2018-06-25,0.35,1,0
16429158,For the  single travelling female professional,22905135,Glen,,Stonnington,-37.84293,144.98672,Private room,110,2,0,,,1,84
16430502,Brand New Townhouse in Thornbury,13054755,David,,Darebin,-37.75407,145.01044,Entire home/apt,95,10,59,2020-04-22,1.35,1,353
16432049,"Modern, specious APT with amazing city view!",19781176,Annie,,Melbourne,-37.80723,144.96137,Private room,78,3,25,2020-03-17,0.93,1,179
16432273,EQ1 - SPACIOUS 1-BR APARTMENT + POOL + GYM + SPA,10394006,Daniel,,Melbourne,-37.81047,144.96021,Entire home/apt,108,2,73,2020-03-21,1.68,14,25
16432837,Great Position - 1 bed luxury Southbank apartment,107745649,Russell,,Melbourne,-37.82537,144.95662,Entire home/apt,70,3,74,2020-03-09,1.70,1,149
16434751,"George Street in the heart of Fitzroy, Victoria",106591885,Nam,,Yarra,-37.79931,144.98058,Entire home/apt,249,1,129,2020-07-06,2.89,1,365
16440438,Providence Barn in the Yarra Valley,88051903,Yarra Valley Rentals,,Yarra Ranges,-37.8157,145.56603,Entire home/apt,206,2,48,2020-03-29,1.15,9,176
16442903,Quiet modern comfy accommodation,107834329,Trevor,,Knox,-37.85801,145.29428,Private room,70,1,3,2017-05-14,0.07,1,181
16443717,Private Bedroom & Bathroom 10km from CBD!,107843702,Nick,,Boroondara,-37.8524,145.06622,Private room,35,14,2,2017-12-26,0.05,1,0
16444920,Manor Park Studio,35838060,Lynne,,Cardinia,-37.91571,145.45488,Entire home/apt,200,2,55,2020-07-05,1.24,1,58
16447174,The Metropolis,9028154,Joe,,Port Phillip,-37.84276,144.97708,Entire home/apt,125,180,3,2018-03-18,0.07,38,365
16450000,The Sierra studio in Melbourne CBD - Gym + pool,46780984,Peggy,,Melbourne,-37.81558,144.95308,Entire home/apt,102,1,211,2020-07-04,4.75,14,59
16455784,墨尔本民宿短租房,35047040,Santina,,Banyule,-37.75741,145.06077,Private room,55,3,16,2020-05-18,0.38,5,365
16457792,Yarra Park in the Yarra Valley,107924386,Damian,,Yarra Ranges,-37.71598,145.49475,Entire home/apt,900,2,20,2020-06-06,0.46,1,363
16458538,Romantic & light home close to arenas and MelbCBD,107825367,Robyn,,Yarra,-37.82381,145.0126,Entire home/apt,300,2,6,2017-02-01,0.14,3,18
16459013,Private room in trendy Brunswick,3591237,Blake,,Moreland,-37.76572,144.95783,Private room,89,2,31,2019-08-24,0.73,1,179
16459522,"Master Room with Ensuite in Richmond, Melbourne",107825367,Robyn,,Yarra,-37.82217,145.01303,Private room,240,2,0,,,3,90
16459936,"Room in Richmond, Melbourne",107825367,Robyn,,Yarra,-37.82257,145.01355,Private room,41,1,0,,,3,18
16461750,Big sunny queen size + single bed room for 2+1,107285752,May,,Greater Dandenong,-37.99754,145.14913,Private room,45,3,8,2019-01-18,0.19,4,91
16465581,Luxury Family Home in Elwood,2272034,Kelly,,Port Phillip,-37.87768,144.99046,Entire home/apt,250,30,1,2017-12-25,0.03,1,229
16466023,Fantastic 2 Bed apartment in heart of St Kilda,6647941,Daniel,,Port Phillip,-37.86433,144.97795,Entire home/apt,65,14,9,2019-10-09,0.20,1,69
16466755,Comfortable private room with study & gas heating,54942210,Debbie,,Port Phillip,-37.86365,144.98259,Private room,43,12,41,2020-04-12,0.93,2,228
16467730,Grand Designs East Melbourne 5x4 Eco House,2538640,Ralph,,Melbourne,-37.81385,144.98932,Entire home/apt,281,5,4,2020-08-19,0.09,1,178
16467813,Convenient home in Wantirna South.,94451762,Leo,,Knox,-37.87907,145.23953,Entire home/apt,168,2,43,2020-01-22,1.01,1,0
16467828,2BD 2BTH ULTRA Designer St Kilda WIFI POOL PARKING,1739996,Paul,,Port Phillip,-37.8566,144.98051,Entire home/apt,109,1,167,2020-04-19,3.79,73,299
16469279,LUXURY BEACH LIFESTYLE 2Bd 2Bth *WIFI POOL PARKING,1739996,Paul,,Port Phillip,-37.85726,144.98207,Entire home/apt,109,1,132,2020-03-19,2.97,73,30
16469442,Fantastic Richmond Apartment,108076345,Rachel,,Yarra,-37.82343,145.00761,Entire home/apt,60,2,4,2017-01-07,0.09,1,0
16483654,Byron Bay meets Bali (Villa style house),103718453,Carla,,Port Phillip,-37.86494,144.97816,Entire home/apt,440,2,63,2020-04-05,1.46,1,10
16483668,HOORAY FOR COLLINGWOOD! URBAN RETREAT WITH SPA!,4326013,Natalie,,Yarra,-37.79972,144.98858,Private room,113,3,0,,,2,89
16489771,Let's Getaway- Home & Away with Netflix & Chill,108280030,Dylan,,Melbourne,-37.82062,144.94261,Entire home/apt,90,7,58,2020-05-30,1.31,4,88
16489796,Cosmopolitan South Yarra Townhouse With Roof Top,51862922,Saint,,Stonnington,-37.84552,144.99494,Entire home/apt,186,2,136,2020-07-25,3.07,9,340
16491110,St Kilda East Home Away From Home,31634799,Mark,,Port Phillip,-37.86354,145.00418,Entire home/apt,140,3,46,2020-04-01,1.05,11,71
16491125,"Apartment, sleeps 4, car park, wifi",29771557,Grace,,Moreland,-37.7785,144.97722,Entire home/apt,87,5,106,2020-06-30,2.39,1,344
16491227,Beautiful Georgia style houses,106338490,Betty,,Manningham,-37.79296,145.13154,Private room,80,3,0,,,1,90
16492814,"Room in Nth Fitzroy, roomy house, great location.",82562822,Chris And Chihiro,,Yarra,-37.78582,144.97871,Private room,55,3,85,2020-07-05,1.92,1,179
16494931,Port Melbourne Apartment Perfect for Long Stays.,108334249,Liana,,Port Phillip,-37.83952,144.9395,Entire home/apt,149,2,91,2020-06-11,2.05,1,319
16498520,Heart of St Kilda minutes to Acland St and beach,108372856,John,,Port Phillip,-37.86403,144.97304,Private room,120,2,0,,,1,90
16498849,Modern CBD apt with Gym & Free WiFi,39862386,Flinders Street Apartments,,Melbourne,-37.81611,144.97116,Entire home/apt,100,1,83,2019-12-28,1.88,7,284
16499446,St Kilda Heartbeat Eight - It Is Available NOW!,4983046,Kate,,Port Phillip,-37.85947,144.97673,Entire home/apt,64,2,80,2020-06-30,1.83,9,365
16500460,Corner cosy room Caulfield North,108398039,Charles,,Glen Eira,-37.86395,145.01615,Private room,54,1,15,2019-11-26,0.36,2,348
16501036,Sunny room with genuine Leather queen bed,107285752,May,,Greater Dandenong,-37.99721,145.14977,Private room,43,3,14,2019-11-15,0.33,4,91
16506563,Relaxed Family Time in Olinda's Wildflower Cottage,58417843,Sue,,Yarra Ranges,-37.85406,145.3682,Entire home/apt,263,2,83,2020-03-14,1.92,1,24
16506786,Fitzroy Apartment - Queen bed & King size room,10782258,Kristy,,Yarra,-37.79796,144.97509,Private room,55,2,59,2020-06-07,1.34,3,309
